ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  โตโก,"5,643.11","3,184.89","3,184.89","3,384.69",64.38,-43.56,-43.56,6.27,0.10,0.06,0.06,0.06
  -  ยูเครน,"8,006.62","1,817.76","1,817.76","3,348.37",54.54,-77.30,-77.30,84.20,0.14,0.03,0.03,0.05
  -  กัวเตมาลา,"3,357.03","2,041.14","2,041.14","3,238.20",7.71,-39.20,-39.20,58.65,0.06,0.04,0.04,0.05
  -  คองโก,"1,471.58","1,917.34","1,917.34","2,801.27",3.96,30.29,30.29,46.10,0.03,0.04,0.04,0.05
  -  ตรินิแดดและโตเบโก,"3,243.69","2,018.10","2,018.10","2,751.31",16.43,-37.78,-37.78,36.33,0.06,0.04,0.04,0.05
  -  แทนซาเนีย,"3,584.97","2,657.02","2,657.02","2,644.01",21.88,-25.88,-25.88,-0.49,0.06,0.05,0.05,0.04
  -  สาธารณรัฐโดมินิกัน,"3,269.32","1,769.86","1,769.86","2,480.50",26.62,-45.86,-45.86,40.15,0.06,0.03,0.03,0.04
  -  คอสตาริกา,"3,244.22","1,217.10","1,217.10","2,410.64",46.71,-62.48,-62.48,98.06,0.06,0.02,0.02,0.04
  -  ฮอนดูรัส,"3,060.82","1,164.91","1,164.91","2,244.88",23.94,-61.94,-61.94,92.71,0.05,0.02,0.02,0.04
  -  เนปาล,"1,724.79","2,667.54","2,667.54","2,217.39",31.52,54.66,54.66,-16.88,0.03,0.05,0.05,0.04
  -  มัลดีฟส์,"2,035.62","1,726.91","1,726.91","2,023.57",7.03,-15.17,-15.17,17.18,0.03,0.03,0.03,0.03
  -  เอธิโอเปีย,655.05,"1,101.82","1,101.82","1,971.34",-54.70,68.20,68.20,78.92,0.01,0.02,0.02,0.03
  -  เอสโตเนีย,"2,023.36","1,118.11","1,118.11","1,881.56",2.32,-44.74,-44.74,68.28,0.03,0.02,0.02,0.03
  -  ประเทศอื่น,"2,936.04","1,538.96","1,538.96","1,826.79",48.93,-47.58,-47.58,18.70,0.05,0.03,0.03,0.03
  -  ลิทัวเนีย,"4,021.48","3,740.84","3,740.84","1,808.68",88.96,-6.98,-6.98,-51.65,0.07,0.07,0.07,0.03
  -  นิวแคลีโดเนีย,"1,511.50","1,319.57","1,319.57","1,713.65",15.80,-12.70,-12.70,29.86,0.03,0.03,0.03,0.03
  -  อุรุกวัย,612.03,651.33,651.33,"1,664.85",48.07,6.42,6.42,155.61,0.01,0.01,0.01,0.03
  -  ฟิจิ,"2,133.35","1,865.69","1,865.69","1,636.36",19.08,-12.55,-12.55,-12.29,0.04,0.04,0.04,0.03
  -  ปารากวัย,"1,301.01",556.72,556.72,"1,559.40",204.62,-57.21,-57.21,180.11,0.02,0.01,0.01,0.03
  -  ไซปรัส,"2,118.88","1,467.95","1,467.95","1,534.77",11.96,-30.72,-30.72,4.55,0.04,0.03,0.03,0.03
  -  เรอูนียง,"1,858.21","1,566.64","1,566.64","1,385.59",2.99,-15.69,-15.69,-11.56,0.03,0.03,0.03,0.02
  -  กาบอง,"1,489.30","1,302.41","1,302.41","1,355.37",62.46,-12.55,-12.55,4.07,0.03,0.03,0.03,0.02
  -  กวม,311.83,345.66,345.66,"1,324.35",22.60,10.85,10.85,283.14,0.01,0.01,0.01,0.02
  -  ไลบีเรีย,294.58,595.42,595.42,"1,259.24",67.97,102.12,102.12,111.49,0.01,0.01,0.01,0.02
  -  มาดากัสการ์,"1,605.26","16,786.64","16,786.64","1,236.02",30.08,945.73,945.73,-92.64,0.03,0.32,0.32,0.02
  -  เอลซัลวาดอร์,"1,531.08",502.74,502.74,"1,212.00",3.76,-67.16,-67.16,141.08,0.03,0.01,0.01,0.02
  -  คาซัคสถาน,"1,145.89","1,263.93","1,263.93","1,192.59",-17.13,10.30,10.30,-5.64,0.02,0.02,0.02,0.02
  -  สโลวีเนีย,"1,169.80",801.54,801.54,"1,056.71",38.11,-31.48,-31.48,31.83,0.02,0.02,0.02,0.02
  -  จาเมกา,"1,162.85",793.38,793.38,987.42,2.72,-31.77,-31.77,24.46,0.02,0.02,0.02,0.02
  -  นิการากัว,"1,267.08",605.42,605.42,981.56,38.37,-52.22,-52.22,62.13,0.02,0.01,0.01,0.02
  -  จิบูตี,"1,220.26","1,035.03","1,035.03",969.40,130.53,-15.18,-15.18,-6.34,0.02,0.02,0.02,0.02
  -  โครเอเชีย,"1,655.15","1,231.06","1,231.06",968.61,26.32,-25.62,-25.62,-21.32,0.03,0.02,0.02,0.02
  -  เกาหลีเหนือ,"1,524.08","1,046.57","1,046.57",942.39,-75.35,-31.33,-31.33,-9.95,0.03,0.02,0.02,0.02
  -  เปอร์โตริโก,975.91,800.38,800.38,921.31,-10.41,-17.99,-17.99,15.11,0.02,0.02,0.02,0.02
  -  มอริเตเนีย,929.63,"1,792.26","1,792.26",876.74,92.78,92.79,92.79,-51.08,0.02,0.03,0.03,0.01
  -  ลัตเวีย,870.16,540.05,540.05,846.15,-11.51,-37.94,-37.94,56.68,0.01,0.01,0.01,0.01
  -  เฟรนช์โปลีนีเซีย,874.97,880.88,880.88,802.95,-10.04,0.68,0.68,-8.85,0.01,0.02,0.02,0.01
  -  จอร์เจีย,973.63,687.35,687.35,735.96,44.59,-29.40,-29.40,7.07,0.02,0.01,0.01,0.01
  -  มาเก๊า,925.37,512.05,512.05,699.71,66.11,-44.67,-44.67,36.65,0.02,0.01,0.01,0.01
  -  บัลแกเรีย,"1,154.52",626.33,626.33,692.13,13.89,-45.75,-45.75,10.50,0.02,0.01,0.01,0.01
  -  เฮติ,509.90,467.14,467.14,668.98,29.85,-8.39,-8.39,43.21,0.01,0.01,0.01,0.01
  -  มอลตา,599.82,446.90,446.90,642.27,8.35,-25.49,-25.49,43.72,0.01,0.01,0.01,0.01
  -  ยูกันดา,473.90,357.39,357.39,624.20,-2.83,-24.58,-24.58,74.65,0.01,0.01,0.01,0.01
  -  แกมเบีย,858.26,778.07,778.07,592.15,25.67,-9.34,-9.34,-23.89,0.01,0.01,0.01,0.01
  -  ซิมบับเว,736.13,307.70,307.70,579.22,12.06,-58.20,-58.20,88.24,0.01,0.01,0.01,0.01
  -  สวาซิแลนด์,171.72,136.29,136.29,577.74,-15.21,-20.63,-20.63,323.90,0.00,0.00,0.00,0.01
  -  ไนเจอร์,371.13,324.78,324.78,552.00,189.04,-12.49,-12.49,69.96,0.01,0.01,0.01,0.01
  -  ซูรินาเม,714.70,534.81,534.81,530.97,42.53,-25.17,-25.17,-0.72,0.01,0.01,0.01,0.01
  -  อาร์เมเนีย,97.59,75.73,75.73,497.64,85.03,-22.39,-22.39,557.09,0.00,0.00,0.00,0.01
  -  ลักเซมเบิร์ก,277.36,293.86,293.86,491.71,-65.43,5.95,5.95,67.33,0.00,0.01,0.01,0.01
  -  มายอต,501.45,515.63,515.63,468.66,55.62,2.83,2.83,-9.11,0.01,0.01,0.01,0.01
  -  โบลิเวีย,302.90,240.66,240.66,459.52,9.61,-20.55,-20.55,90.94,0.01,0.00,0.00,0.01
  -  บอตสวานา,408.91,232.43,232.43,433.58,-34.01,-43.16,-43.16,86.54,0.01,0.00,0.00,0.01
  -  ภูฎาน,192.90,245.12,245.12,414.79,98.46,27.07,27.07,69.22,0.00,0.00,0.00,0.01
  -  เนเธอร์แลนด์แอนทิลลีส,349.43,246.79,246.79,388.12,-67.98,-29.37,-29.37,57.27,0.01,0.00,0.00,0.01
  -  โดมินิกา,150.84,32.83,32.83,381.25,16.83,-78.23,-78.23,"1,061.13",0.00,0.00,0.00,0.01
  -  มองโกเลีย,158.98,108.76,108.76,304.47,21.14,-31.59,-31.59,179.95,0.00,0.00,0.00,0.00
  -  กินี,"1,035.27",581.64,581.64,303.38,150.29,-43.82,-43.82,-47.84,0.02,0.01,0.01,0.00
  -  เซียร์ราลีโอน,"1,252.35",484.02,484.02,295.13,747.72,-61.35,-61.35,-39.02,0.02,0.01,0.01,0.00
  -  แซมเบีย,271.14,162.88,162.88,289.82,-15.53,-39.93,-39.93,77.94,0.00,0.00,0.00,0.00
  -  บาร์เบโดส,423.49,199.63,199.63,285.19,5.79,-52.86,-52.86,42.86,0.01,0.00,0.00,0.00
  -  บูร์กินา ฟาโซ,337.90,294.96,294.96,280.73,80.04,-12.71,-12.71,-4.82,0.01,0.01,0.01,0.00
  -  ติมัวร์ตะวันออก,289.96,230.43,230.43,275.93,-0.87,-20.53,-20.53,19.75,0.00,0.00,0.00,0.00
  -  เบลารุส,578.08,305.78,305.78,267.68,72.51,-47.10,-47.10,-12.46,0.01,0.01,0.01,0.00
  -  อุซเบกิสถาน,309.18,307.46,307.46,267.22,420.60,-0.56,-0.56,-13.09,0.01,0.01,0.01,0.00
  -  ซามัวตะวันตก,174.78,184.26,184.26,262.09,-40.63,5.42,5.42,42.24,0.00,0.00,0.00,0.00
  -  กายอานา,146.33,227.36,227.36,261.90,27.05,55.38,55.38,15.19,0.00,0.00,0.00,0.00
  -  เซเชลส์,230.11,333.66,333.66,232.52,0.58,45.00,45.00,-30.31,0.00,0.01,0.01,0.00
  -  หมู่เกาะเคปเวิร์ด,246.45,161.61,161.61,232.46,64.85,-34.43,-34.43,43.84,0.00,0.00,0.00,0.00
  -  เซอร์เบีย,266.67,261.86,261.86,221.70,84.93,-1.80,-1.80,-15.34,0.00,0.01,0.01,0.00
  -  โซโลมอน,180.87,202.61,202.61,220.34,-13.59,12.02,12.02,8.75,0.00,0.00,0.00,0.00
  -  บอสเนียและเฮอร์เซโกวีนา,16.07,141.72,141.72,216.32,,782.10,782.10,52.64,0.00,0.00,0.00,0.00
  -  กวาเดอลูป,179.42,171.45,171.45,212.46,-38.45,-4.44,-4.44,23.91,0.00,0.00,0.00,0.00
  -  วานูอาตู,212.85,201.58,201.58,204.92,30.57,-5.29,-5.29,1.66,0.00,0.00,0.00,0.00
  -  อาเซอร์ไบจาน,304.21,439.43,439.43,182.83,171.28,44.45,44.45,-58.39,0.01,0.01,0.01,0.00
  -  นามิเบีย,213.26,142.09,142.09,178.58,48.09,-33.37,-33.37,25.67,0.00,0.00,0.00,0.00
  -  มาลาวี,159.78,156.52,156.52,173.89,-51.02,-2.04,-2.04,11.09,0.00,0.00,0.00,0.00
  -  ไอซ์แลนด์,318.10,156.29,156.29,170.03,1.20,-50.87,-50.87,8.79,0.01,0.00,0.00,0.00
  -  กินี-บิสเซา,133.83,485.09,485.09,155.98,589.89,262.48,262.48,-67.84,0.00,0.01,0.01,0.00
  -  เซนต์ลูเซีย,310.39,102.68,102.68,151.20,14.62,-66.92,-66.92,47.26,0.01,0.00,0.00,0.00
  -  โซมาเลีย,446.01,563.74,563.74,147.41,"1,065.66",26.40,26.40,-73.85,0.01,0.01,0.01,0.00
  -  มาร์ตินีก,198.03,125.73,125.73,147.27,29.34,-36.51,-36.51,17.14,0.00,0.00,0.00,0.00
  -  เซอร์เบีย & มอนเตเนโกร,77.23,311.93,311.93,141.09,144.28,303.88,303.88,-54.77,0.00,0.01,0.01,0.00
  -  คอโมรอส,23.88,120.58,120.58,124.34,-82.16,404.90,404.90,3.12,0.00,0.00,0.00,0.00
  -  อิเควทอเรียลกินี,162.69,103.88,103.88,121.58,117.99,-36.15,-36.15,17.04,0.00,0.00,0.00,0.00
  -  แอลเบเนีย,109.27,351.85,351.85,117.59,53.50,222.02,222.02,-66.58,0.00,0.01,0.01,0.00
  -  คีร์กิซสถาน,29.02,43.73,43.73,114.97,44.89,50.71,50.71,162.92,0.00,0.00,0.00,0.00
  -  บุรุนดี,93.60,67.87,67.87,108.04,103.00,-27.49,-27.49,59.18,0.00,0.00,0.00,0.00
  -  มอนเตเนโกร,78.58,108.86,108.86,105.85,261.45,38.53,38.53,-2.76,0.00,0.00,0.00,0.00
  -  เติร์กเมนิสถาน,91.82,119.93,119.93,103.35,44.43,30.61,30.61,-13.82,0.00,0.00,0.00,0.00
  -  อรูบา,74.76,69.98,69.98,97.57,-35.00,-6.40,-6.40,39.42,0.00,0.00,0.00,0.00
  -  มาซิโดเนีย,184.86,123.00,123.00,89.29,16.40,-33.47,-33.47,-27.41,0.00,0.00,0.00,0.00
  -  ตองกา,37.24,70.62,70.62,85.92,-39.85,89.63,89.63,21.65,0.00,0.00,0.00,0.00
  -  มาลี,104.45,245.02,245.02,84.47,-35.47,134.57,134.57,-65.52,0.00,0.00,0.00,0.00
  -  ชาด,33.23,88.38,88.38,82.74,50.56,165.96,165.96,-6.38,0.00,0.00,0.00,0.00
  -  เบอร์มิวดา,48.82,60.54,60.54,74.59,-2.59,24.01,24.01,23.20,0.00,0.00,0.00,0.00
  -  ไมโครนีเซีย,57.92,62.02,62.02,70.19,58.31,7.09,7.09,13.16,0.00,0.00,0.00,0.00
  -  คิวบา,287.28,105.73,105.73,66.42,66.68,-63.20,-63.20,-37.18,0.00,0.00,0.00,0.00
  -  บาฮามาส,93.92,76.44,76.44,63.01,-34.52,-18.60,-18.60,-17.57,0.00,0.00,0.00,0.00
  -  เบลิซ,147.86,69.22,69.22,59.97,31.00,-53.19,-53.19,-13.36,0.00,0.00,0.00,0.00
  -  โมนาโก,72.17,67.97,67.97,58.25,-30.07,-5.82,-5.82,-14.30,0.00,0.00,0.00,0.00
  -  หมู่เกาะมาร์แชล,53.71,54.00,54.00,57.94,-26.82,0.53,0.53,7.30,0.00,0.00,0.00,0.00
  -  คิริบาส,39.74,37.23,37.23,50.54,4.62,-6.33,-6.33,35.76,0.00,0.00,0.00,0.00
  -  รวันดา,18.73,43.48,43.48,49.78,19.84,132.18,132.18,14.50,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,39.61,22.51,22.51,45.44,171.56,-43.18,-43.18,101.91,0.00,0.00,0.00,0.00
  -  ฟรานซ์เมโทรโปลิแตน,2.07,1.97,1.97,43.81,-32.94,-4.90,-4.90,"2,127.66",0.00,0.00,0.00,0.00
  -  อันดอร์รา,78.17,14.76,14.76,43.72,-26.37,-81.12,-81.12,196.28,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,48.84,55.56,55.56,39.33,-9.48,13.76,13.76,-29.22,0.00,0.00,0.00,0.00
  -  อเมริกันซามัวร์,744.70,456.37,456.37,38.16,4.09,-38.72,-38.72,-91.64,0.01,0.01,0.01,0.00
  -  เกาะมาเรียนาเหนือ,51.29,40.12,40.12,36.92,48.17,-21.78,-21.78,-7.98,0.00,0.00,0.00,0.00
  -  เกรเนดา,74.98,40.35,40.35,36.08,119.75,-46.19,-46.19,-10.58,0.00,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,0.95,2.50,2.50,34.25,25.89,164.56,164.56,"1,267.83",0.00,0.00,0.00,0.00
