ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
ประเทศ,2562,2563,2563,2564,2562,2563,2563,2564,2562,2563,2563,2564
,,,(ม.ค.-ธ.ค.),(ม.ค.-ธ.ค.),,,(ม.ค.-ธ.ค.),(ม.ค.-ธ.ค.),,,(ม.ค.-ธ.ค.),(ม.ค.-ธ.ค.)
  -  SOUTH SUDAN,171.55,201.58,201.58,100.61,-74.51,17.50,17.50,-50.09,0.00,0.00,0.00,0.00
  -  ไมโครนีเซีย,81.03,92.33,92.33,93.38,-23.79,13.95,13.95,1.14,0.00,0.00,0.00,0.00
  -  เซนต์คิตส์และเนวิส,118.17,47.33,47.33,85.41,106.24,-59.95,-59.95,80.48,0.00,0.00,0.00,0.00
  -  CURACAO,123.74,89.07,89.07,80.71,23.94,-28.01,-28.01,-9.39,0.00,0.00,0.00,0.00
  -  โดมินิกา,89.26,56.31,56.31,78.00,-20.35,-36.92,-36.92,38.51,0.00,0.00,0.00,0.00
  -  บุรุนดี,45.86,69.55,69.55,68.60,3.19,51.65,51.65,-1.37,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน (อังกฤษ),26.60,22.74,22.74,64.58,-71.61,-14.49,-14.49,183.94,0.00,0.00,0.00,0.00
  -  เบอร์มิวดา,69.63,65.53,65.53,64.54,-37.53,-5.90,-5.90,-1.51,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,49.40,64.88,64.88,64.13,-5.51,31.34,31.34,-1.16,0.00,0.00,0.00,0.00
  -  คิริบาส,88.23,83.16,83.16,63.89,21.08,-5.75,-5.75,-23.17,0.00,0.00,0.00,0.00
  -  อเมริกันซามัวร์,42.35,39.95,39.95,63.53,39.25,-5.67,-5.67,59.02,0.00,0.00,0.00,0.00
  -  กวาเดอลูป,94.77,49.07,49.07,62.23,28.61,-48.22,-48.22,26.81,0.00,0.00,0.00,0.00
  -  มาร์ตินีก,163.13,62.62,62.62,58.61,28.64,-61.61,-61.61,-6.41,0.00,0.00,0.00,0.00
  -  เกาะมาเรียนาเหนือ,75.27,74.79,74.79,55.17,25.38,-0.64,-0.64,-26.23,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,58.16,33.82,33.82,54.65,4.61,-41.86,-41.86,61.59,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,35.36,48.58,48.58,50.86,32.51,37.38,37.38,4.68,0.00,0.00,0.00,0.00
  -  เนเธอร์แลนด์แอนทิลลีส,111.44,72.11,72.11,48.04,-26.73,-35.29,-35.29,-33.38,0.00,0.00,0.00,0.00
  -  สวาซิแลนด์,48.37,36.65,36.65,47.63,12.86,-24.23,-24.23,29.96,0.00,0.00,0.00,0.00
  -  บอตสวานา,80.39,35.20,35.20,42.81,-61.14,-56.21,-56.21,21.63,0.00,0.00,0.00,0.00
  -  เบลิซ,42.88,115.33,115.33,37.09,-33.35,168.98,168.98,-67.84,0.00,0.00,0.00,0.00
  -  หมู่เกาะเติร์กและไกโกส,62.48,7.44,7.44,35.24,141.11,-88.09,-88.09,373.51,0.00,0.00,0.00,0.00
  -  อรูบา,72.63,44.18,44.18,34.91,-55.40,-39.17,-39.17,-20.97,0.00,0.00,0.00,0.00
  -  มอลโดวา,24.94,28.07,28.07,30.97,18.96,12.55,12.55,10.30,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,32.70,25.94,25.94,30.52,66.06,-20.66,-20.66,17.64,0.00,0.00,0.00,0.00
  -  มอนเตเนโกร,103.48,57.19,57.19,29.67,5.77,-44.73,-44.73,-48.13,0.00,0.00,0.00,0.00
  -  คีร์กิซสถาน,45.09,33.54,33.54,28.75,-1.92,-25.61,-25.61,-14.28,0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,26.11,24.51,24.51,28.08,-12.44,-6.10,-6.10,14.56,0.00,0.00,0.00,0.00
  -  ปาลัว,29.20,24.16,24.16,26.35,10.46,-17.27,-17.27,9.07,0.00,0.00,0.00,0.00
  -  GUERNSEY,21.07,24.78,24.78,26.05,329.16,17.63,17.63,5.11,0.00,0.00,0.00,0.00
  -  เกาะเซนต์มาร์ติน,40.89,22.62,22.62,25.77,76.13,-44.67,-44.67,13.91,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,15.78,19.01,19.01,24.77,-38.96,20.48,20.48,30.30,0.00,0.00,0.00,0.00
  -  คอโมรอส,66.45,25.50,25.50,19.89,-6.33,-61.63,-61.63,-22.00,0.00,0.00,0.00,0.00
  -  กินี-บิสเซา,35.52,31.39,31.39,18.54,79.05,-11.61,-11.61,-40.93,0.00,0.00,0.00,0.00
  -  เลโซโท,30.68,38.51,38.51,18.25,114.78,25.51,25.51,-52.60,0.00,0.00,0.00,0.00
  -  เอริเทรีย,53.01,185.65,185.65,15.34,-90.54,250.23,250.23,-91.74,0.00,0.00,0.00,0.00
  -  นาอูรู,25.47,27.59,27.59,12.34,168.35,8.32,8.32,-55.29,0.00,0.00,0.00,0.00
  -  ชาด,19.31,0.50,0.50,10.81,-85.67,-97.39,-97.39,"2,041.54",0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),143.04,2.21,2.21,9.95,"2,793.88",-98.45,-98.45,350.07,0.00,0.00,0.00,0.00
  -  ซาฮาร่าตะวันตก,1.60,0.09,0.09,9.47,,-94.48,-94.48,"10,649.26",0.00,0.00,0.00,0.00
  -  หมู่เกาะนอร์ฟอล์ก,0.01,,,8.85,-71.99,,,,0.00,,,0.00
  -  เซนต์บาร์เธเลมี,3.25,3.01,3.01,7.44,-75.16,-7.45,-7.45,147.56,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,19.23,25.84,25.84,7.14,110.24,34.39,34.39,-72.35,0.00,0.00,0.00,0.00
  -  SAINT MARTIN (FRENCH PART),13.63,9.56,9.56,5.96,-72.30,-29.89,-29.89,-37.60,0.00,0.00,0.00,0.00
  -  หมู่เกาะโคโคส,0.14,,,4.11,-41.95,,,,0.00,,,0.00
  -  ยิบรอลตาร์,10.49,7.44,7.44,3.26,-69.98,-29.06,-29.06,-56.20,0.00,0.00,0.00,0.00
  -  JERSEY,1.19,0.16,0.16,2.26,408.70,-86.63,-86.63,"1,316.56",0.00,0.00,0.00,0.00
  -  เกาหลีเหนือ,4.89,38.53,38.53,2.09,-69.37,687.57,687.57,-94.59,0.00,0.00,0.00,0.00
  -  หมู่เกาะโอลันด์,1.83,1.43,1.43,1.99,-27.30,-22.07,-22.07,39.32,0.00,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,3.37,2.06,2.06,1.50,-64.99,-38.77,-38.77,-27.24,0.00,0.00,0.00,0.00
"  -  BONAIRE,SAINT EUSTATIUS AND SABA",2.65,0.60,0.60,1.33,223.45,-77.41,-77.41,121.42,0.00,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,0.07,0.38,0.38,1.01,-95.91,465.42,465.42,164.92,0.00,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),1.65,3.29,3.29,0.74,646.08,99.55,99.55,-77.57,0.00,0.00,0.00,0.00
  -  แองกิลลา,1.12,13.70,13.70,0.66,-93.71,"1,127.71","1,127.71",-95.17,0.00,0.00,0.00,0.00
  -  ซานมารีโน,0.44,0.35,0.35,0.44,-76.29,-19.50,-19.50,24.09,0.00,0.00,0.00,0.00
  -  -,0.01,,,0.38,-90.36,,,,0.00,,,0.00
  -  หมู่เกาะแฟโร (เดนมาร์ก),51.48,29.02,29.02,0.30,962.24,-43.63,-43.63,-98.95,0.00,0.00,0.00,0.00
  -  ISLE OF MAN,3.63,,,0.20,"4,822.22",,,,0.00,,,0.00
  -  หมู่เกาะเฮิร์ทและแมคโดแนล,0.00,,,0.20,-99.78,,,,0.00,,,0.00
  -  นครวาติกัน,1.07,0.30,0.30,0.11,-81.39,-72.39,-72.39,-64.15,0.00,0.00,0.00,0.00
  -  ตูวาลู,3.81,1.66,1.66,0.02,154.33,-56.58,-56.58,-98.54,0.00,0.00,0.00,0.00
  -  โตกีลู,0.75,,,0.01,-37.11,,,,0.00,,,0.00
รวม 5000 รายการ,"7,628,392.86","7,183,565.01","7,183,565.01","8,542,102.67",-5.92,-5.83,-5.83,18.91,100.00,100.00,100.00,100.00
อื่น ๆ,7.53,2.60,2.60,0.00,115.79,-65.49,-65.49,-99.99,0.00,0.00,0.00,0.00
รวมทั้งสิ้น,"7,628,400.39","7,183,567.61","7,183,567.61","8,542,102.67",-5.92,-5.83,-5.83,18.91,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
