ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  ตุรกี,"37,638.39","33,515.59","33,515.59","33,730.79",19.26,-10.95,-10.95,0.64,0.56,0.47,0.47,0.49
  -  อาร์เจนตินา,"21,607.68","29,305.74","29,305.74","31,692.97",14.79,35.63,35.63,8.15,0.32,0.41,0.41,0.46
  -  ปากีสถาน,"27,076.66","27,121.96","27,121.96","28,365.44",2.14,0.17,0.17,4.58,0.40,0.38,0.38,0.41
  -  อียิปต์,"23,208.27","29,776.54","29,776.54","27,544.21",-4.58,28.30,28.30,-7.50,0.35,0.42,0.42,0.40
  -  บังกลาเทศ,"36,590.39","23,606.84","23,606.84","25,568.57",30.69,-35.48,-35.48,8.31,0.55,0.33,0.33,0.37
  -  สเปน,"34,032.00","24,916.47","24,916.47","24,357.07",-3.96,-26.79,-26.79,-2.25,0.51,0.35,0.35,0.35
  -  โอมาน,"17,463.64","22,411.47","22,411.47","22,572.97",-0.59,28.33,28.33,0.72,0.26,0.32,0.32,0.33
  -  อิรัก,"20,372.97","28,529.86","28,529.86","22,266.08",43.31,40.04,40.04,-21.96,0.30,0.40,0.40,0.32
  -  สาธารณรัฐเช็ก,"28,635.61","23,576.18","23,576.18","21,898.33",-20.60,-17.67,-17.67,-7.12,0.43,0.33,0.33,0.32
  -  อิสราเอล,"22,199.33","22,515.37","22,515.37","20,695.81",5.11,1.42,1.42,-8.08,0.33,0.32,0.32,0.30
  -  เขตต่อเนื่องราชอาณาจักร,"16,721.65","18,665.31","18,665.31","20,504.71",-0.29,11.62,11.62,9.85,0.25,0.26,0.26,0.30
  -  ชิลี,"15,568.02","19,417.56","19,417.56","18,742.21",-4.37,24.73,24.73,-3.48,0.23,0.27,0.27,0.27
  -  โปแลนด์,"19,617.40","16,256.21","16,256.21","17,963.37",15.73,-17.13,-17.13,10.50,0.29,0.23,0.23,0.26
  -  สวีเดน,"19,446.30","17,796.08","17,796.08","16,002.87",7.49,-8.49,-8.49,-10.08,0.29,0.25,0.25,0.23
  -  เบนิน,"3,982.10","6,587.40","6,587.40","15,103.15",-51.74,65.43,65.43,129.27,0.06,0.09,0.09,0.22
  -  เปรู,"9,198.71","11,636.20","11,636.20","14,818.05",-5.97,26.50,26.50,27.34,0.14,0.16,0.16,0.21
  -  ฮังการี,"10,771.52","11,784.93","11,784.93","13,290.24",-9.38,9.41,9.41,12.77,0.16,0.17,0.17,0.19
  -  ไอร์แลนด์,"8,921.63","10,599.66","10,599.66","12,851.26",7.28,18.81,18.81,21.24,0.13,0.15,0.15,0.19
  -  ศรีลังกา,"14,685.21","14,018.98","14,018.98","12,800.58",15.28,-4.54,-4.54,-8.69,0.22,0.20,0.20,0.19
  -  เดนมาร์ก,"22,738.46","14,070.71","14,070.71","12,776.49",-0.09,-38.12,-38.12,-9.20,0.34,0.20,0.20,0.18
  -  คูเวต,"10,310.13","12,812.25","12,812.25","12,660.87",13.81,24.27,24.27,-1.18,0.15,0.18,0.18,0.18
  -  ไนจีเรีย,"32,850.71","28,768.96","28,768.96","12,492.81",12.40,-12.43,-12.43,-56.58,0.49,0.41,0.41,0.18
  -  ลิเบีย,"3,006.24","10,814.02","10,814.02","12,331.23",-61.35,259.72,259.72,14.03,0.04,0.15,0.15,0.18
  -  กาตาร์,"8,638.87","10,890.45","10,890.45","11,426.10",2.60,26.06,26.06,4.92,0.13,0.15,0.15,0.17
  -  อิหร่าน,"29,097.45","16,107.38","16,107.38","10,060.69",80.29,-44.64,-44.64,-37.54,0.43,0.23,0.23,0.15
  -  ฟินแลนด์,"12,516.62","12,288.44","12,288.44","10,007.24",9.94,-1.82,-1.82,-18.56,0.19,0.17,0.17,0.14
  -  แอลจีเรีย,"7,484.46","7,482.53","7,482.53","9,849.88",9.03,-0.03,-0.03,31.64,0.11,0.11,0.11,0.14
  -  กานา,"11,367.38","11,026.00","11,026.00","9,162.14",70.04,-3.00,-3.00,-16.90,0.17,0.16,0.16,0.13
  -  เอกวาดอร์,"8,052.86","10,789.96","10,789.96","8,401.49",-19.08,33.99,33.99,-22.14,0.12,0.15,0.15,0.12
  -  เยเมน,"5,625.55","8,003.97","8,003.97","8,363.64",-23.66,42.28,42.28,4.49,0.08,0.11,0.11,0.12
  -  จอร์แดน,"5,265.41","7,763.77","7,763.77","7,957.13",35.30,47.45,47.45,2.49,0.08,0.11,0.11,0.12
  -  โกตดิวัวร์,"11,164.43","8,914.01","8,914.01","7,859.98",-3.75,-20.16,-20.16,-11.82,0.17,0.13,0.13,0.11
  -  โคลัมเบีย,"11,024.18","9,409.22","9,409.22","7,560.74",-8.61,-14.65,-14.65,-19.65,0.16,0.13,0.13,0.11
  -  ปานามา,"6,291.89","7,393.32","7,393.32","7,219.16",-11.13,17.51,17.51,-2.36,0.09,0.10,0.10,0.10
  -  อังโกลา,"5,420.16","6,287.14","6,287.14","6,981.38",20.57,16.00,16.00,11.04,0.08,0.09,0.09,0.10
  -  ออสเตรีย,"6,442.86","7,067.45","7,067.45","6,731.95",-0.02,9.69,9.69,-4.75,0.10,0.10,0.10,0.10
  -  บาห์เรน,"4,244.61","5,040.05","5,040.05","6,667.30",2.90,18.74,18.74,32.29,0.06,0.07,0.07,0.10
  -  เลบานอน,"4,708.30","6,064.38","6,064.38","6,522.74",1.65,28.80,28.80,7.56,0.07,0.09,0.09,0.09
  -  เคนยา,"5,744.35","5,750.98","5,750.98","6,308.70",39.99,0.12,0.12,9.70,0.09,0.08,0.08,0.09
  -  นอร์เวย์,"5,555.43","14,651.90","14,651.90","5,846.09",-0.43,163.74,163.74,-60.10,0.08,0.21,0.21,0.08
  -  อัฟกานิสถาน,"5,786.91","4,432.78","4,432.78","5,478.09",24.79,-23.40,-23.40,23.58,0.09,0.06,0.06,0.08
  -  ปาปัวนิวกินี,"6,155.61","8,032.74","8,032.74","5,428.14",39.11,30.49,30.49,-32.42,0.09,0.11,0.11,0.08
  -  ซูดาน,"3,374.21","2,145.71","2,145.71","5,305.97",-29.54,-36.41,-36.41,147.28,0.05,0.03,0.03,0.08
  -  บรูไน,"4,134.71","5,894.85","5,894.85","5,019.80",1.43,42.57,42.57,-14.84,0.06,0.08,0.08,0.07
  -  สโลวัก,"3,728.99","4,323.59","4,323.59","4,982.25",-31.92,15.95,15.95,15.23,0.06,0.06,0.06,0.07
  -  แคเมอรูน,"4,113.54","5,312.21","5,312.21","4,852.87",8.79,29.14,29.14,-8.65,0.06,0.08,0.08,0.07
  -  เซเนกัล,"5,418.40","3,232.62","3,232.62","4,611.20",3.45,-40.34,-40.34,42.65,0.08,0.05,0.05,0.07
  -  โมซัมบิก,"4,789.43","5,043.42","5,043.42","4,530.02",37.44,5.30,5.30,-10.18,0.07,0.07,0.07,0.07
  -  เวเนซุเอลา,"4,841.21","5,991.86","5,991.86","4,511.11",36.58,23.77,23.77,-24.71,0.07,0.08,0.08,0.07
  -  โมร็อกโก,"5,007.70","4,709.26","4,709.26","4,497.06",-7.55,-5.96,-5.96,-4.51,0.07,0.07,0.07,0.07
  -  โปรตุเกส,"5,145.61","3,512.88","3,512.88","4,381.37",-3.76,-31.73,-31.73,24.72,0.08,0.05,0.05,0.06
  -  โรมาเนีย,"5,110.26","3,555.18","3,555.18","4,022.34",43.27,-30.43,-30.43,13.14,0.08,0.05,0.05,0.06
  -  แทนซาเนีย,"2,892.04","3,100.87","3,100.87","3,910.60",9.38,7.22,7.22,26.11,0.04,0.04,0.04,0.06
  -  คอสตาริกา,"2,352.38","4,142.37","4,142.37","3,888.32",-2.42,76.09,76.09,-6.13,0.04,0.06,0.06,0.06
  -  กรีซ,"4,839.43","3,841.04","3,841.04","3,838.49",-24.86,-20.63,-20.63,-0.07,0.07,0.05,0.05,0.06
  -  ยูเครน,"5,290.03","4,040.63","4,040.63","3,786.57",57.99,-23.62,-23.62,-6.29,0.08,0.06,0.06,0.05
  -  กัวเตมาลา,"2,735.62","3,811.39","3,811.39","3,778.28",-15.52,39.32,39.32,-0.87,0.04,0.05,0.05,0.05
  -  ลิกเตนสไตน์,"4,882.67","5,005.60","5,005.60","3,745.32",29.21,2.52,2.52,-25.18,0.07,0.07,0.07,0.05
  -  ตรินิแดดและโตเบโก,"2,430.33","2,982.22","2,982.22","3,741.23",-11.67,22.71,22.71,25.45,0.04,0.04,0.04,0.05
  -  ตูนีเซีย,"7,509.91","4,194.22","4,194.22","3,579.34",58.48,-44.15,-44.15,-14.66,0.11,0.06,0.06,0.05
  -  โตโก,"4,718.65","3,519.09","3,519.09","3,505.28",39.41,-25.42,-25.42,-0.39,0.07,0.05,0.05,0.05
  -  คองโก,"3,446.50","2,961.63","2,961.63","3,446.08",23.03,-14.07,-14.07,16.36,0.05,0.04,0.04,0.05
  -  เกาหลีเหนือ,727.89,"1,234.48","1,234.48","3,013.78",-22.76,69.60,69.60,144.13,0.01,0.02,0.02,0.04
  -  มอริเชียส,"2,895.03","2,752.98","2,752.98","2,807.33",-26.30,-4.91,-4.91,1.97,0.04,0.04,0.04,0.04
  -  ฮอนดูรัส,"1,834.99","3,200.19","3,200.19","2,545.61",-18.26,74.40,74.40,-20.45,0.03,0.05,0.05,0.04
  -  มัลดีฟส์,"2,060.59","2,251.75","2,251.75","2,428.33",1.83,9.28,9.28,7.84,0.03,0.03,0.03,0.04
  -  เอสโตเนีย,"2,628.53","2,272.13","2,272.13","2,278.65",39.70,-13.56,-13.56,0.29,0.04,0.03,0.03,0.03
  -  สาธารณรัฐโดมินิกัน,"5,717.88","2,922.77","2,922.77","2,110.24",130.51,-48.88,-48.88,-27.80,0.09,0.04,0.04,0.03
  -  จิบูตี,"1,140.48",834.80,834.80,"2,082.72",17.65,-26.80,-26.80,149.49,0.02,0.01,0.01,0.03
  -  นิวแคลีโดเนีย,"1,626.84","1,943.85","1,943.85","2,082.53",-5.07,19.49,19.49,7.13,0.02,0.03,0.03,0.03
  -  ปารากวัย,"1,786.99","2,027.97","2,027.97","2,067.26",14.60,13.49,13.49,1.94,0.03,0.03,0.03,0.03
  -  นิการากัว,905.94,"1,859.45","1,859.45","2,055.86",-7.70,105.25,105.25,10.56,0.01,0.03,0.03,0.03
  -  ฟิจิ,"1,785.77","1,690.58","1,690.58","2,041.09",9.13,-5.33,-5.33,20.73,0.03,0.02,0.02,0.03
  -  เอลซัลวาดอร์,"1,193.79","1,562.55","1,562.55","1,866.56",-1.50,30.89,30.89,19.46,0.02,0.02,0.02,0.03
  -  คาซัคสถาน,"1,819.86","1,573.21","1,573.21","1,786.66",52.60,-13.55,-13.55,13.57,0.03,0.02,0.02,0.03
  -  ซีเรีย,"6,613.51","4,801.43","4,801.43","1,774.11",-27.41,-27.40,-27.40,-63.05,0.10,0.07,0.07,0.03
  -  เอธิโอเปีย,"2,178.22","1,989.06","1,989.06","1,730.23",10.49,-8.68,-8.68,-13.01,0.03,0.03,0.03,0.03
  -  เปอร์โตริโก,"1,034.98",944.76,944.76,"1,719.12",12.34,-8.72,-8.72,81.96,0.02,0.01,0.01,0.02
  -  อุรุกวัย,"2,385.06","2,889.08","2,889.08","1,709.95",43.26,21.13,21.13,-40.81,0.04,0.04,0.04,0.02
  -  เนปาล,"1,940.48","1,956.70","1,956.70","1,682.30",-12.49,0.84,0.84,-14.02,0.03,0.03,0.03,0.02
  -  ไนเจอร์,772.80,"1,244.38","1,244.38","1,648.98",40.00,61.02,61.02,32.51,0.01,0.02,0.02,0.02
  -  โบลิเวีย,728.78,"1,029.90","1,029.90","1,646.84",58.60,41.32,41.32,59.90,0.01,0.01,0.01,0.02
  -  กาบอง,"1,754.54","1,187.56","1,187.56","1,633.44",29.45,-32.31,-32.31,37.55,0.03,0.02,0.02,0.02
  -  มาดากัสการ์,"1,441.79","1,722.81","1,722.81","1,517.25",16.65,19.49,19.49,-11.93,0.02,0.02,0.02,0.02
  -  สโลวีเนีย,"2,313.98","1,134.51","1,134.51","1,281.72",118.98,-50.97,-50.97,12.98,0.03,0.02,0.02,0.02
  -  ประเทศอื่น,"1,728.92","2,817.03","2,817.03","1,258.38",-5.36,62.94,62.94,-55.33,0.03,0.04,0.04,0.02
  -  จอร์เจีย,898.17,"1,131.54","1,131.54","1,214.45",22.04,25.98,25.98,7.33,0.01,0.02,0.02,0.02
  -  ลิทัวเนีย,"1,702.50","3,116.44","3,116.44","1,208.65",-5.87,83.05,83.05,-61.22,0.03,0.04,0.04,0.02
  -  จาเมกา,"1,046.88","1,270.51","1,270.51","1,184.56",6.02,21.36,21.36,-6.77,0.02,0.02,0.02,0.02
  -  เรอูนียง,"1,417.56","1,321.92","1,321.92","1,021.09",2.31,-6.75,-6.75,-22.76,0.02,0.02,0.02,0.01
  -  มอริเตเนีย,"1,081.32","1,023.39","1,023.39",998.33,23.33,-5.36,-5.36,-2.45,0.02,0.01,0.01,0.01
  -  โครเอเชีย,"1,093.80","1,133.05","1,133.05",973.40,12.92,3.59,3.59,-14.09,0.02,0.02,0.02,0.01
  -  ลัตเวีย,"1,555.29","1,144.02","1,144.02",944.64,83.81,-26.44,-26.44,-17.43,0.02,0.02,0.02,0.01
  -  บัลแกเรีย,"1,156.69","1,055.29","1,055.29",908.42,67.12,-8.77,-8.77,-13.92,0.02,0.01,0.01,0.01
  -  เบลารุส,"1,327.15","1,719.67","1,719.67",886.55,395.79,29.58,29.58,-48.45,0.02,0.02,0.02,0.01
  -  ไซปรัส,"1,187.08","1,022.90","1,022.90",840.34,-22.65,-13.83,-13.83,-17.85,0.02,0.01,0.01,0.01
  -  ภูฎาน,553.62,469.30,469.30,772.85,33.47,-15.23,-15.23,64.68,0.01,0.01,0.01,0.01
  -  ซูรินาเม,513.17,769.54,769.54,748.02,-3.35,49.96,49.96,-2.80,0.01,0.01,0.01,0.01
  -  โซมาเลีย,276.35,294.93,294.93,738.47,87.47,6.72,6.72,150.39,0.00,0.00,0.00,0.01
  -  เฟรนช์โปลีนีเซีย,722.52,745.23,745.23,734.20,-10.02,3.14,3.14,-1.48,0.01,0.01,0.01,0.01
  -  มาเก๊า,535.69,510.05,510.05,701.77,-23.44,-4.79,-4.79,37.59,0.01,0.01,0.01,0.01
  -  แกมเบีย,532.85,561.19,561.19,701.56,-10.01,5.32,5.32,25.01,0.01,0.01,0.01,0.01
  -  อุซเบกิสถาน,266.22,241.93,241.93,614.59,-0.38,-9.12,-9.12,154.04,0.00,0.00,0.00,0.01
  -  มอลตา,740.48,791.29,791.29,584.25,15.29,6.86,6.86,-26.16,0.01,0.01,0.01,0.01
  -  บูร์กินา ฟาโซ,714.40,406.41,406.41,563.59,154.48,-43.11,-43.11,38.68,0.01,0.01,0.01,0.01
  -  ยูกันดา,533.70,449.89,449.89,530.03,-14.50,-15.70,-15.70,17.81,0.01,0.01,0.01,0.01
  -  กินี,909.40,622.64,622.64,464.20,199.76,-31.53,-31.53,-25.45,0.01,0.01,0.01,0.01
  -  มองโกเลีย,383.58,408.34,408.34,458.78,25.98,6.46,6.46,12.35,0.01,0.01,0.01,0.01
  -  มายอต,396.74,336.75,336.75,443.49,-15.35,-15.12,-15.12,31.70,0.01,0.00,0.00,0.01
  -  สวาซิแลนด์,657.12,70.29,70.29,402.14,13.74,-89.30,-89.30,472.15,0.01,0.00,0.00,0.01
  -  เฮติ,698.20,405.76,405.76,391.86,4.37,-41.88,-41.88,-3.43,0.01,0.01,0.01,0.01
  -  อาเซอร์ไบจาน,197.87,365.60,365.60,383.57,8.23,84.76,84.76,4.92,0.00,0.01,0.01,0.01
  -  ฟรานซ์เมโทรโปลิแตน,431.91,350.57,350.57,380.25,885.94,-18.83,-18.83,8.46,0.01,0.00,0.00,0.01
  -  นอกเขตต่อเนื่องราชอาณาจักร,"4,104.93",,,378.36,,,,,0.06,,,0.01
  -  ซามัวตะวันตก,227.39,364.10,364.10,363.27,-13.24,60.12,60.12,-0.23,0.00,0.01,0.01,0.01
  -  โซโลมอน,311.81,367.18,367.18,350.09,41.52,17.76,17.76,-4.65,0.00,0.01,0.01,0.01
  -  หมู่เกาะเคปเวิร์ด,203.25,226.51,226.51,343.16,-12.56,11.44,11.44,51.50,0.00,0.00,0.00,0.00
  -  เซียร์ราลีโอน,507.24,331.37,331.37,335.88,71.87,-34.67,-34.67,1.36,0.01,0.00,0.00,0.00
  -  นามิเบีย,237.92,215.96,215.96,332.43,33.23,-9.23,-9.23,53.93,0.00,0.00,0.00,0.00
  -  วานูอาตู,195.12,358.06,358.06,332.09,-4.78,83.50,83.50,-7.25,0.00,0.01,0.01,0.00
  -  แซมเบีย,234.57,351.84,351.84,325.31,-19.06,50.00,50.00,-7.54,0.00,0.00,0.00,0.00
  -  กวม,293.47,"1,334.54","1,334.54",321.63,-77.84,354.74,354.74,-75.90,0.00,0.02,0.02,0.00
  -  แอลเบเนีย,152.93,147.73,147.73,320.81,30.05,-3.40,-3.40,117.16,0.00,0.00,0.00,0.00
  -  บาร์เบโดส,294.33,317.97,317.97,310.92,3.20,8.03,8.03,-2.22,0.00,0.00,0.00,0.00
  -  กายอานา,231.85,271.59,271.59,278.26,-11.47,17.14,17.14,2.46,0.00,0.00,0.00,0.00
  -  เซอร์เบีย & มอนเตเนโกร,245.99,108.59,108.59,269.98,74.35,-55.86,-55.86,148.63,0.00,0.00,0.00,0.00
  -  ไลบีเรีย,"1,071.98",392.46,392.46,264.85,-14.87,-63.39,-63.39,-32.52,0.02,0.01,0.01,0.00
  -  เซเชลส์,178.20,301.68,301.68,246.34,-23.36,69.29,69.29,-18.34,0.00,0.00,0.00,0.00
  -  เอริเทรีย,961.56,387.23,387.23,245.87,"11,906.44",-59.73,-59.73,-36.50,0.01,0.01,0.01,0.00
  -  ติมัวร์ตะวันออก,481.53,492.04,492.04,243.99,74.51,2.18,2.18,-50.41,0.01,0.01,0.01,0.00
  -  เนเธอร์แลนด์แอนทิลลีส,292.49,283.94,283.94,225.38,-24.64,-2.92,-2.92,-20.62,0.00,0.00,0.00,0.00
  -  เติร์กเมนิสถาน,210.60,251.03,251.03,224.35,103.78,19.20,19.20,-10.63,0.00,0.00,0.00,0.00
  -  เซอร์เบีย,275.87,239.10,239.10,217.06,24.44,-13.33,-13.33,-9.22,0.00,0.00,0.00,0.00
  -  ลักเซมเบิร์ก,154.03,244.87,244.87,195.53,-68.67,58.98,58.98,-20.15,0.00,0.00,0.00,0.00
  -  ไอซ์แลนด์,178.62,218.43,218.43,193.60,5.05,22.29,22.29,-11.37,0.00,0.00,0.00,0.00
  -  มาลี,281.85,185.08,185.08,190.07,233.65,-34.33,-34.33,2.70,0.00,0.00,0.00,0.00
  -  อิเควทอเรียลกินี,175.39,138.95,138.95,187.18,44.26,-20.78,-20.78,34.72,0.00,0.00,0.00,0.00
  -  ซิมบับเว,599.73,374.78,374.78,158.18,3.54,-37.51,-37.51,-57.80,0.01,0.01,0.01,0.00
  -  อาร์เมเนีย,375.08,329.16,329.16,154.29,-24.63,-12.24,-12.24,-53.13,0.01,0.00,0.00,0.00
  -  บาฮามาส,60.59,138.47,138.47,148.24,-3.85,128.54,128.54,7.05,0.00,0.00,0.00,0.00
  -  ติมัวร์เลสเต้,,,,144.69,,,,,,,,0.00
  -  มาร์ตินีก,149.67,176.45,176.45,137.58,1.63,17.90,17.90,-22.03,0.00,0.00,0.00,0.00
  -  บอตสวานา,113.00,28.84,28.84,133.58,-73.94,-74.48,-74.48,363.21,0.00,0.00,0.00,0.00
  -  เซนต์ลูเซีย,157.30,160.27,160.27,132.47,4.04,1.89,1.89,-17.35,0.00,0.00,0.00,0.00
  -  รวันดา,86.38,103.78,103.78,118.95,73.51,20.15,20.15,14.62,0.00,0.00,0.00,0.00
  -  อรูบา,70.98,111.48,111.48,117.40,-27.26,57.07,57.07,5.31,0.00,0.00,0.00,0.00
  -  กวาเดอลูป,205.59,189.50,189.50,115.03,-3.23,-7.82,-7.82,-39.30,0.00,0.00,0.00,0.00
  -  มาซิโดเนีย,103.54,123.75,123.75,113.05,15.97,19.51,19.51,-8.65,0.00,0.00,0.00,0.00
  -  บอสเนียและเฮอร์เซโกวีนา,313.53,125.68,125.68,112.72,44.94,-59.91,-59.91,-10.31,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน (อังกฤษ),66.39,145.59,145.59,109.39,109.52,119.30,119.30,-24.86,0.00,0.00,0.00,0.00
  -  ไมโครนีเซีย,75.25,110.22,110.22,98.66,7.22,46.46,46.46,-10.49,0.00,0.00,0.00,0.00
  -  คิริบาส,81.78,83.46,83.46,94.67,61.83,2.05,2.05,13.43,0.00,0.00,0.00,0.00
  -  เบลิซ,87.84,142.21,142.21,92.79,46.48,61.90,61.90,-34.75,0.00,0.00,0.00,0.00
  -  มาลาวี,102.29,71.60,71.60,88.40,-41.18,-30.01,-30.01,23.48,0.00,0.00,0.00,0.00
  -  โมนาโก,71.81,109.12,109.12,86.30,23.28,51.96,51.96,-20.91,0.00,0.00,0.00,0.00
"  -  CONGO, THE DEMOCRATIC REPUBLIC",,,,83.56,,,,,,,,0.00
  -  คีร์กิซสถาน,18.09,43.06,43.06,70.48,-84.26,137.98,137.98,63.69,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),24.36,37.90,37.90,69.81,5.56,55.58,55.58,84.17,0.00,0.00,0.00,0.00
  -  คิวบา,129.53,53.31,53.31,68.36,95.03,-58.84,-58.84,28.24,0.00,0.00,0.00,0.00
  -  มอนเตเนโกร,205.49,155.55,155.55,64.07,94.13,-24.30,-24.30,-58.81,0.00,0.00,0.00,0.00
  -  ปาเลสไตน์,,1.29,1.29,62.20,,,,"4,705.12",,0.00,0.00,0.00
  -  อเมริกันซามัวร์,14.23,20.73,20.73,57.81,-62.72,45.70,45.70,178.90,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,47.25,47.36,47.36,57.67,3.97,0.24,0.24,21.77,0.00,0.00,0.00,0.00
  -  เกรเนดา,49.44,59.42,59.42,54.19,37.02,20.19,20.19,-8.79,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,44.61,57.52,57.52,49.69,13.44,28.94,28.94,-13.62,0.00,0.00,0.00,0.00
  -  ตองกา,92.55,62.40,62.40,49.63,7.73,-32.59,-32.59,-20.45,0.00,0.00,0.00,0.00
  -  แอนติกัวและบาร์บูดา,20.82,27.61,27.61,49.07,-33.13,32.59,32.59,77.74,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,23.17,42.14,42.14,49.02,-9.84,81.83,81.83,16.33,0.00,0.00,0.00,0.00
  -  เบอร์มิวดา,53.57,51.00,51.00,45.83,-28.18,-4.79,-4.79,-10.14,0.00,0.00,0.00,0.00
  -  โดมินิกา,101.30,44.43,44.43,41.36,-73.43,-56.14,-56.14,-6.90,0.00,0.00,0.00,0.00
