ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  สหราชอาณาจักร,"134,942.39","138,345.12","138,345.12","130,367.51",4.98,2.52,2.52,-5.77,1.79,1.73,1.73,1.61
  -  ไต้หวัน,"118,230.57","135,848.97","135,848.97","127,342.27",-0.54,14.90,14.90,-6.26,1.57,1.70,1.70,1.57
  -  แอฟริกาใต้,"73,713.45","83,807.35","83,807.35","90,985.40",8.88,13.69,13.69,8.56,0.98,1.05,1.05,1.12
  -  เม็กซิโก,"98,835.95","100,994.21","100,994.21","90,471.32",8.74,2.18,2.18,-10.42,1.31,1.26,1.26,1.12
  -  สหรัฐอาหรับเอมิเรตส์,"100,771.57","96,038.58","96,038.58","83,675.94",-2.68,-4.70,-4.70,-12.87,1.33,1.20,1.20,1.03
  -  สวิตเซอร์แลนด์,"170,616.14","138,544.40","138,544.40","76,595.91",110.08,-18.80,-18.80,-44.71,2.26,1.73,1.73,0.94
  -  ฝรั่งเศส,"54,448.24","60,092.40","60,092.40","63,094.79",0.98,10.37,10.37,5.00,0.72,0.75,0.75,0.78
  -  อิตาลี,"54,312.28","55,998.02","55,998.02","53,998.21",21.30,3.10,3.10,-3.57,0.72,0.70,0.70,0.67
  -  นิวซีแลนด์,"50,277.51","55,591.71","55,591.71","53,431.92",13.08,10.57,10.57,-3.89,0.67,0.69,0.69,0.66
  -  แคนาดา,"47,036.39","48,369.43","48,369.43","50,719.92",2.20,2.83,2.83,4.86,0.62,0.60,0.60,0.63
  -  ซาอุดีอาระเบีย,"77,744.64","58,670.42","58,670.42","49,207.81",-21.67,-24.53,-24.53,-16.13,1.03,0.73,0.73,0.61
  -  เบลเยียม,"51,096.32","46,968.59","46,968.59","47,925.27",-1.92,-8.08,-8.08,2.04,0.68,0.59,0.59,0.59
  -  บราซิล,"53,244.50","44,778.15","44,778.15","47,533.82",3.46,-15.90,-15.90,6.15,0.71,0.56,0.56,0.59
  -  ปากีสถาน,"35,556.80","47,560.23","47,560.23","47,488.87",15.77,33.76,33.76,-0.15,0.47,0.59,0.59,0.59
  -  อาร์เจนตินา,"34,408.39","37,455.15","37,455.15","38,960.13",51.42,8.85,8.85,4.02,0.46,0.47,0.47,0.48
  -  บังกลาเทศ,"32,932.07","42,349.31","42,349.31","38,417.31",13.88,28.60,28.60,-9.28,0.44,0.53,0.53,0.47
  -  รัสเซีย,"20,241.28","34,873.54","34,873.54","37,357.65",-16.04,72.29,72.29,7.12,0.27,0.44,0.44,0.46
  -  สเปน,"33,308.15","33,120.24","33,120.24","35,227.02",18.65,-0.56,-0.56,6.36,0.44,0.41,0.41,0.43
  -  ตุรกี,"37,682.60","42,471.63","42,471.63","34,581.53",14.24,12.71,12.71,-18.58,0.50,0.53,0.53,0.43
  -  อียิปต์,"27,035.41","22,970.55","22,970.55","30,346.57",-20.76,-15.04,-15.04,32.11,0.36,0.29,0.29,0.37
  -  ชิลี,"19,095.12","25,413.89","25,413.89","24,996.39",-7.13,33.09,33.09,-1.64,0.25,0.32,0.32,0.31
  -  อิสราเอล,"23,695.90","23,515.39","23,515.39","23,453.24",-0.72,-0.76,-0.76,-0.26,0.31,0.29,0.29,0.29
  -  สาธารณรัฐเช็ก,"25,126.79","23,710.76","23,710.76","23,227.12",-0.97,-5.64,-5.64,-2.04,0.33,0.30,0.30,0.29
  -  เบนิน,"18,519.58","23,582.85","23,582.85","21,921.96",72.52,27.34,27.34,-7.04,0.25,0.29,0.29,0.27
  -  โอมาน,"20,297.21","17,563.90","17,563.90","18,065.86",-2.88,-13.47,-13.47,2.86,0.27,0.22,0.22,0.22
  -  สวีเดน,"15,439.48","16,459.08","16,459.08","15,559.93",-3.25,6.60,6.60,-5.46,0.20,0.21,0.21,0.19
  -  โปแลนด์,"13,552.08","15,295.53","15,295.53","15,055.07",3.08,12.86,12.86,-1.57,0.18,0.19,0.19,0.19
  -  ฮังการี,"14,576.98","14,399.43","14,399.43","14,308.60",-5.13,-1.22,-1.22,-0.63,0.19,0.18,0.18,0.18
  -  ศรีลังกา,"15,133.39","14,991.27","14,991.27","14,187.34",3.36,-0.94,-0.94,-5.36,0.20,0.19,0.19,0.17
  -  ไอร์แลนด์,"15,696.60","11,854.58","11,854.58","12,744.32",-6.41,-24.48,-24.48,7.51,0.21,0.15,0.15,0.16
  -  เดนมาร์ก,"13,588.31","13,306.41","13,306.41","12,554.01",-9.27,-2.07,-2.07,-5.65,0.18,0.17,0.17,0.15
  -  กาตาร์,"10,111.99","10,389.78","10,389.78","12,116.23",-15.25,2.75,2.75,16.62,0.13,0.13,0.13,0.15
  -  เขตต่อเนื่องราชอาณาจักร,"11,718.12","11,637.77","11,637.77","11,044.34",-16.17,-0.69,-0.69,-5.10,0.16,0.15,0.15,0.14
  -  คูเวต,"11,708.15","9,859.76","9,859.76","10,586.42",-13.11,-15.79,-15.79,7.37,0.16,0.12,0.12,0.13
  -  เปรู,"13,413.58","11,990.47","11,990.47","10,086.85",-13.88,-10.61,-10.61,-15.88,0.18,0.15,0.15,0.12
  -  เอกวาดอร์,"4,129.20","7,595.22","7,595.22","8,820.55",-39.54,83.94,83.94,16.13,0.05,0.09,0.09,0.11
  -  ออสเตรีย,"7,813.32","7,578.11","7,578.11","8,381.65",0.08,-3.01,-3.01,10.60,0.10,0.09,0.09,0.10
  -  บาห์เรน,"6,669.45","5,252.42","5,252.42","8,064.79",-9.98,-21.25,-21.25,53.54,0.09,0.07,0.07,0.10
  -  อิหร่าน,"9,366.85","14,617.87","14,617.87","8,006.03",28.28,56.06,56.06,-45.23,0.12,0.18,0.18,0.10
  -  เคนยา,"5,212.94","7,705.92","7,705.92","7,811.53",-1.20,47.82,47.82,1.37,0.07,0.10,0.10,0.10
  -  โคลัมเบีย,"6,808.91","7,246.85","7,246.85","7,082.48",-10.72,6.43,6.43,-2.27,0.09,0.09,0.09,0.09
  -  โกตดิวัวร์,"10,522.20","8,266.61","8,266.61","7,003.52",27.33,-21.44,-21.44,-15.28,0.14,0.10,0.10,0.09
  -  กานา,"7,095.11","6,320.23","6,320.23","6,896.26",11.66,-10.92,-10.92,9.11,0.09,0.08,0.08,0.09
  -  อังโกลา,"5,452.58","6,290.25","6,290.25","6,810.86",-11.17,15.36,15.36,8.28,0.07,0.08,0.08,0.08
  -  ฟินแลนด์,"6,053.37","6,816.89","6,816.89","6,542.40",-19.50,12.61,12.61,-4.03,0.08,0.09,0.09,0.08
  -  นอร์เวย์,"6,243.94","16,541.07","16,541.07","6,494.40",-2.05,164.91,164.91,-60.74,0.08,0.21,0.21,0.08
  -  ไนจีเรีย,"6,572.42","5,738.66","5,738.66","6,415.20",-65.39,-12.69,-12.69,11.79,0.09,0.07,0.07,0.08
  -  แคเมอรูน,"6,716.17","9,795.99","9,795.99","6,119.86",12.36,45.86,45.86,-37.53,0.09,0.12,0.12,0.08
  -  โมซัมบิก,"5,184.64","6,740.45","6,740.45","6,056.94",-14.37,30.01,30.01,-10.14,0.07,0.08,0.08,0.07
  -  โรมาเนีย,"4,244.49","4,613.41","4,613.41","6,000.68",-0.99,8.69,8.69,30.07,0.06,0.06,0.06,0.07
  -  อิรัก,"3,925.62","7,034.85","7,034.85","5,853.12",-36.67,79.20,79.20,-16.80,0.05,0.09,0.09,0.07
  -  ลิกเตนสไตน์,"5,276.57","4,802.90","4,802.90","5,577.23",6.30,-8.98,-8.98,16.12,0.07,0.06,0.06,0.07
  -  ปานามา,"8,783.46","5,838.38","5,838.38","5,479.40",3.29,-33.53,-33.53,-6.15,0.12,0.07,0.07,0.07
  -  ปาปัวนิวกินี,"4,892.88","4,695.95","4,695.95","5,464.45",3.85,-4.02,-4.02,16.37,0.06,0.06,0.06,0.07
  -  โปรตุเกส,"5,532.86","5,778.75","5,778.75","5,417.69",14.08,4.44,4.44,-6.25,0.07,0.07,0.07,0.07
  -  เยเมน,"3,922.91","4,821.48","4,821.48","5,381.39",-32.74,22.91,22.91,11.61,0.05,0.06,0.06,0.07
  -  สโลวัก,"4,248.77","4,289.66","4,289.66","5,364.52",-10.35,0.96,0.96,25.06,0.06,0.05,0.05,0.07
  -  เลบานอน,"6,054.87","5,732.68","5,732.68","5,157.32",-21.76,-5.32,-5.32,-10.04,0.08,0.07,0.07,0.06
  -  จอร์แดน,"5,639.85","4,536.60","4,536.60","4,872.91",-23.13,-19.56,-19.56,7.41,0.07,0.06,0.06,0.06
  -  เซเนกัล,"5,221.00","6,207.85","6,207.85","4,824.77",13.59,18.90,18.90,-22.28,0.07,0.08,0.08,0.06
  -  ตูนีเซีย,"5,381.55","3,035.77","3,035.77","4,506.06",45.44,-43.59,-43.59,48.43,0.07,0.04,0.04,0.06
  -  ลิเบีย,"4,510.21","4,145.93","4,145.93","4,313.61",26.89,-8.08,-8.08,4.04,0.06,0.05,0.05,0.05
  -  กรีซ,"4,305.34","4,045.20","4,045.20","4,243.79",5.04,-6.04,-6.04,4.91,0.06,0.05,0.05,0.05
  -  ซูดาน,"2,074.69","2,419.91","2,419.91","4,212.77",-78.32,16.64,16.64,74.09,0.03,0.03,0.03,0.05
  -  แทนซาเนีย,"3,242.16","3,654.22","3,654.22","4,050.59",-8.48,12.71,12.71,10.85,0.04,0.05,0.05,0.05
  -  นอกเขตต่อเนื่องราชอาณาจักร,"1,432.71","2,684.08","2,684.08","3,872.92",-80.81,87.34,87.34,44.29,0.02,0.03,0.03,0.05
  -  แอลจีเรีย,"4,143.23","3,674.76","3,674.76","3,869.57",-2.88,-11.31,-11.31,5.30,0.05,0.05,0.05,0.05
  -  มัลดีฟส์,"3,533.87","3,567.02","3,567.02","3,862.77",28.13,0.94,0.94,8.29,0.05,0.04,0.04,0.05
  -  กัวเตมาลา,"4,477.89","2,766.12","2,766.12","3,690.87",-8.68,-38.23,-38.23,33.43,0.06,0.03,0.03,0.05
  -  โตโก,"2,254.10","2,993.82","2,993.82","3,507.72",-50.41,32.82,32.82,17.17,0.03,0.04,0.04,0.04
  -  โมร็อกโก,"3,743.84","3,344.50","3,344.50","3,427.74",14.71,-10.67,-10.67,2.49,0.05,0.04,0.04,0.04
  -  เปอร์โตริโก,"2,136.04","2,140.95","2,140.95","3,403.00",73.31,0.23,0.23,58.95,0.03,0.03,0.03,0.04
  -  บรูไน,"2,794.68","2,755.45","2,755.45","3,381.53",-21.68,-1.40,-1.40,22.72,0.04,0.03,0.03,0.04
  -  คอสตาริกา,"5,657.93","3,715.51","3,715.51","3,310.01",14.54,-34.33,-34.33,-10.91,0.07,0.05,0.05,0.04
  -  ยูเครน,"3,289.85","3,522.98","3,522.98","3,210.60",99.75,7.09,7.09,-8.87,0.04,0.04,0.04,0.04
  -  ตรินิแดดและโตเบโก,"3,568.38","3,349.97","3,349.97","3,135.45",-19.40,-6.12,-6.12,-6.40,0.05,0.04,0.04,0.04
  -  สาธารณรัฐโดมินิกัน,"2,880.03","2,161.43","2,161.43","2,808.39",-16.98,-24.95,-24.95,29.93,0.04,0.03,0.03,0.03
  -  มอริเชียส,"2,243.66","2,335.41","2,335.41","2,686.66",-17.28,4.09,4.09,15.04,0.03,0.03,0.03,0.03
  -  จาเมกา,"2,133.74","2,171.03","2,171.03","2,685.45",31.71,1.75,1.75,23.69,0.03,0.03,0.03,0.03
  -  เนปาล,"2,339.72","2,244.42","2,244.42","2,679.96",28.03,-4.07,-4.07,19.41,0.03,0.03,0.03,0.03
  -  ฟิจิ,"2,117.33","2,009.77","2,009.77","2,506.77",14.66,-5.08,-5.08,24.73,0.03,0.03,0.03,0.03
  -  จิบูตี,"1,137.10","2,209.56","2,209.56","2,205.26",1.27,94.32,94.32,-0.19,0.02,0.03,0.03,0.03
  -  สโลวีเนีย,"2,135.72","2,940.32","2,940.32","2,113.68",7.63,37.67,37.67,-28.11,0.03,0.04,0.04,0.03
  -  ฮอนดูรัส,"2,929.51","2,041.62","2,041.62","2,066.27",0.29,-30.31,-30.31,1.21,0.04,0.03,0.03,0.03
  -  ซีเรีย,"1,137.04","1,321.54","1,321.54","2,058.88",-25.28,16.23,16.23,55.79,0.02,0.02,0.02,0.03
  -  บัลแกเรีย,"1,338.95","1,685.66","1,685.66","1,890.60",6.89,25.89,25.89,12.16,0.02,0.02,0.02,0.02
  -  คองโก,"2,585.97","2,417.39","2,417.39","1,867.90",2.33,-6.52,-6.52,-22.73,0.03,0.03,0.03,0.02
  -  คาซัคสถาน,"1,322.37","1,696.36","1,696.36","1,680.32",8.20,28.28,28.28,-0.95,0.02,0.02,0.02,0.02
  -  นิวแคลีโดเนีย,"1,448.78","1,577.02","1,577.02","1,678.05",-22.65,8.85,8.85,6.41,0.02,0.02,0.02,0.02
  -  ลัตเวีย,"1,319.26","1,598.99","1,598.99","1,583.16",4.91,21.20,21.20,-0.99,0.02,0.02,0.02,0.02
  -  เอสโตเนีย,"1,731.92","1,749.05","1,749.05","1,513.49",-0.45,0.99,0.99,-13.47,0.02,0.02,0.02,0.02
  -  เอธิโอเปีย,"1,670.31","1,653.95","1,653.95","1,440.10",-1.16,-0.98,-0.98,-12.93,0.02,0.02,0.02,0.02
  -  เอลซัลวาดอร์,"1,938.87","1,411.28","1,411.28","1,335.49",5.91,-27.21,-27.21,-5.37,0.03,0.02,0.02,0.02
  -  โบลิเวีย,"1,361.82",959.09,959.09,"1,309.48",-31.26,-29.57,-29.57,36.53,0.02,0.01,0.01,0.02
  -  ปารากวัย,812.25,"1,352.33","1,352.33","1,264.48",-30.92,66.49,66.49,-6.50,0.01,0.02,0.02,0.02
  -  ภูฎาน,849.65,"1,590.70","1,590.70","1,259.39",115.58,87.22,87.22,-20.83,0.01,0.02,0.02,0.02
  -  มาดากัสการ์,848.19,"1,375.00","1,375.00","1,246.33",-27.07,62.11,62.11,-9.36,0.01,0.02,0.02,0.02
"  -  CONGO, THE DEMOCRATIC REPUBLIC",206.55,433.56,433.56,"1,172.02",-30.88,109.90,109.90,170.33,0.00,0.01,0.01,0.01
  -  กาบอง,"2,777.85","1,457.13","1,457.13","1,164.12",33.99,-47.54,-47.54,-20.11,0.04,0.02,0.02,0.01
  -  ลิทัวเนีย,829.35,807.49,807.49,"1,155.37",-3.42,-2.64,-2.64,43.08,0.01,0.01,0.01,0.01
  -  จอร์เจีย,904.27,"1,076.93","1,076.93","1,139.52",16.22,19.09,19.09,5.81,0.01,0.01,0.01,0.01
  -  เฟรนช์โปลีนีเซีย,591.39,949.28,949.28,"1,124.82",-13.96,60.52,60.52,18.49,0.01,0.01,0.01,0.01
  -  อุรุกวัย,"1,189.10","1,040.64","1,040.64","1,079.13",-16.41,-12.49,-12.49,3.70,0.02,0.01,0.01,0.01
  -  ติมัวร์เลสเต้,293.71,639.38,639.38,"1,068.78",-45.86,117.69,117.69,67.16,0.00,0.01,0.01,0.01
  -  มอลตา,798.98,829.58,829.58,900.69,22.49,3.83,3.83,8.57,0.01,0.01,0.01,0.01
  -  ไซปรัส,841.03,927.55,927.55,864.66,11.62,10.29,10.29,-6.78,0.01,0.01,0.01,0.01
  -  บูร์กินา ฟาโซ,514.99,969.01,969.01,860.90,29.81,88.16,88.16,-11.16,0.01,0.01,0.01,0.01
  -  โครเอเชีย,861.56,"1,293.18","1,293.18",859.84,12.09,50.10,50.10,-33.51,0.01,0.02,0.02,0.01
  -  มาเก๊า,772.05,686.77,686.77,772.93,-6.45,-11.05,-11.05,12.54,0.01,0.01,0.01,0.01
  -  เซอร์เบีย,360.80,407.73,407.73,743.03,6.06,13.01,13.01,82.24,0.00,0.01,0.01,0.01
  -  ไนเจอร์,760.29,"1,026.75","1,026.75",713.24,-34.89,35.05,35.05,-30.53,0.01,0.01,0.01,0.01
  -  แกมเบีย,716.50,848.85,848.85,677.69,-24.94,18.47,18.47,-20.16,0.01,0.01,0.01,0.01
  -  โซมาเลีย,572.22,729.40,729.40,673.55,-3.06,27.47,27.47,-7.66,0.01,0.01,0.01,0.01
  -  SOUTH SUDAN,38.45,110.59,110.59,672.97,-60.39,187.62,187.62,508.50,0.00,0.00,0.00,0.01
  -  นิการากัว,"4,000.84",952.51,952.51,646.92,18.91,-76.19,-76.19,-32.08,0.05,0.01,0.01,0.01
  -  บาร์เบโดส,571.44,701.58,701.58,640.12,26.50,22.78,22.78,-8.76,0.01,0.01,0.01,0.01
  -  ซูรินาเม,449.13,453.26,453.26,635.06,-22.35,0.92,0.92,40.11,0.01,0.01,0.01,0.01
  -  ยูกันดา,420.26,571.39,571.39,611.02,-29.40,35.96,35.96,6.94,0.01,0.01,0.01,0.01
  -  เรอูนียง,522.60,553.69,553.69,600.69,-29.37,5.95,5.95,8.49,0.01,0.01,0.01,0.01
  -  แซมเบีย,147.40,242.57,242.57,567.95,-69.03,64.57,64.57,134.14,0.00,0.00,0.00,0.01
  -  เอริเทรีย,5.44,108.91,108.91,560.18,-97.59,"1,903.32","1,903.32",414.37,0.00,0.00,0.00,0.01
  -  มอริเตเนีย,641.29,602.15,602.15,544.55,29.66,-6.10,-6.10,-9.57,0.01,0.01,0.01,0.01
  -  อุซเบกิสถาน,238.30,210.02,210.02,517.93,-21.01,-11.86,-11.86,146.60,0.00,0.00,0.00,0.01
  -  วานูอาตู,398.93,458.65,458.65,512.10,9.19,14.97,14.97,11.65,0.01,0.01,0.01,0.01
  -  เฮติ,534.98,376.51,376.51,505.59,8.54,-29.62,-29.62,34.28,0.01,0.00,0.00,0.01
  -  ซิมบับเว,207.77,367.91,367.91,482.08,7.06,77.08,77.08,31.03,0.00,0.00,0.00,0.01
  -  มายอต,446.66,440.42,440.42,467.67,-3.74,-1.40,-1.40,6.19,0.01,0.01,0.01,0.01
  -  อัฟกานิสถาน,"1,239.64",625.26,625.26,460.05,26.30,-49.56,-49.56,-26.42,0.02,0.01,0.01,0.01
  -  กินี,"1,649.61",589.69,589.69,453.89,120.23,-64.25,-64.25,-23.03,0.02,0.01,0.01,0.01
  -  มองโกเลีย,440.98,353.00,353.00,415.39,3.53,-19.95,-19.95,17.67,0.01,0.00,0.00,0.01
  -  เซียร์ราลีโอน,448.02,516.81,516.81,406.27,-41.73,15.35,15.35,-21.39,0.01,0.01,0.01,0.01
  -  เซเชลส์,420.84,530.74,530.74,401.61,71.74,26.11,26.11,-24.33,0.01,0.01,0.01,0.00
  -  กวม,308.95,362.02,362.02,384.48,-4.49,17.18,17.18,6.20,0.00,0.00,0.00,0.00
  -  โซโลมอน,353.93,357.89,357.89,384.34,-12.58,1.12,1.12,7.39,0.00,0.00,0.00,0.00
  -  อิเควทอเรียลกินี,354.47,306.56,306.56,380.73,39.13,-13.52,-13.52,24.20,0.00,0.00,0.00,0.00
  -  ซามัวตะวันตก,413.35,323.15,323.15,354.37,-25.81,-21.82,-21.82,9.66,0.01,0.00,0.00,0.00
  -  คิวบา,192.27,333.72,333.72,336.24,-0.97,73.56,73.56,0.76,0.00,0.00,0.00,0.00
  -  อาเซอร์ไบจาน,277.89,266.87,266.87,323.71,-38.52,-3.97,-3.97,21.30,0.00,0.00,0.00,0.00
  -  มาลี,263.55,291.92,291.92,310.37,59.47,10.76,10.76,6.32,0.00,0.00,0.00,0.00
  -  หมู่เกาะเคปเวิร์ด,238.86,234.95,234.95,303.52,-46.20,-1.63,-1.63,29.18,0.00,0.00,0.00,0.00
  -  แอลเบเนีย,225.64,226.74,226.74,291.42,-1.21,0.49,0.49,28.53,0.00,0.00,0.00,0.00
  -  เวเนซุเอลา,"1,521.72","1,584.40","1,584.40",278.08,15.97,4.12,4.12,-82.45,0.02,0.02,0.02,0.00
  -  เบลารุส,187.75,186.07,186.07,267.94,49.32,-0.90,-0.90,44.00,0.00,0.00,0.00,0.00
  -  เซนต์ลูเซีย,204.99,268.64,268.64,255.47,10.57,31.05,31.05,-4.90,0.00,0.00,0.00,0.00
  -  กายอานา,232.29,234.26,234.26,242.96,4.40,0.85,0.85,3.71,0.00,0.00,0.00,0.00
  -  ไอซ์แลนด์,189.46,317.50,317.50,227.07,-6.01,67.58,67.58,-28.48,0.00,0.00,0.00,0.00
  -  บอสเนียและเฮอร์เซโกวีนา,202.51,173.75,173.75,220.24,20.39,-14.20,-14.20,26.76,0.00,0.00,0.00,0.00
  -  บอตสวานา,75.36,60.71,60.71,206.88,88.71,-19.44,-19.44,240.79,0.00,0.00,0.00,0.00
  -  บาฮามาส,186.97,256.13,256.13,200.90,4.17,36.99,36.99,-21.56,0.00,0.00,0.00,0.00
  -  ลักเซมเบิร์ก,290.65,299.13,299.13,169.18,19.74,2.92,2.92,-43.44,0.00,0.00,0.00,0.00
  -  มาลาวี,93.79,111.47,111.47,167.80,42.18,18.86,18.86,50.54,0.00,0.00,0.00,0.00
  -  อรูบา,201.01,178.14,178.14,162.84,34.25,-11.38,-11.38,-8.59,0.00,0.00,0.00,0.00
  -  ไลบีเรีย,117.81,150.47,150.47,162.21,-52.68,27.72,27.72,7.80,0.00,0.00,0.00,0.00
  -  เนเธอร์แลนด์แอนทิลลีส,145.95,152.86,152.86,152.09,-45.86,4.74,4.74,-0.50,0.00,0.00,0.00,0.00
  -  แอนติกัวและบาร์บูดา,153.66,140.20,140.20,139.00,5.40,-8.76,-8.76,-0.85,0.00,0.00,0.00,0.00
  -  ชาด,31.60,78.78,78.78,134.71,-60.73,149.34,149.34,70.99,0.00,0.00,0.00,0.00
  -  เกรเนดา,140.64,103.19,103.19,134.28,39.69,-26.63,-26.63,30.12,0.00,0.00,0.00,0.00
  -  นามิเบีย,138.56,131.71,131.71,131.47,38.28,-4.94,-4.94,-0.18,0.00,0.00,0.00,0.00
  -  มาร์ตินีก,78.95,68.16,68.16,126.81,-51.21,-13.67,-13.67,86.05,0.00,0.00,0.00,0.00
  -  ปาเลสไตน์,70.17,92.32,92.32,123.73,224.45,31.56,31.56,34.03,0.00,0.00,0.00,0.00
  -  อาร์เมเนีย,76.27,355.58,355.58,122.57,52.40,366.19,366.19,-65.53,0.00,0.00,0.00,0.00
  -  มาซิโดเนีย,137.00,87.86,87.86,114.30,-8.33,-35.87,-35.87,30.09,0.00,0.00,0.00,0.00
  -  โดมินิกา,207.84,77.12,77.12,112.07,-43.78,-62.89,-62.89,45.31,0.00,0.00,0.00,0.00
  -  เบอร์มิวดา,119.34,110.69,110.69,111.47,19.57,-7.25,-7.25,0.71,0.00,0.00,0.00,0.00
  -  หมู่เกาะมาร์แชล,85.81,112.47,112.47,107.87,71.58,31.07,31.07,-4.09,0.00,0.00,0.00,0.00
  -  ไมโครนีเซีย,94.24,107.78,107.78,106.32,2.64,14.37,14.37,-1.35,0.00,0.00,0.00,0.00
  -  CURACAO,172.29,132.52,132.52,99.84,177.88,-23.08,-23.08,-24.66,0.00,0.00,0.00,0.00
  -  รวันดา,153.91,134.83,134.83,99.67,-20.16,-12.40,-12.40,-26.08,0.00,0.00,0.00,0.00
  -  มอนเตเนโกร,69.57,72.07,72.07,97.83,-3.12,3.59,3.59,35.74,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน (อังกฤษ),65.44,49.01,49.01,93.69,4.53,-25.11,-25.11,91.16,0.00,0.00,0.00,0.00
  -  หมู่เกาะเคย์แมน,77.62,115.74,115.74,90.61,16.22,49.10,49.10,-21.71,0.00,0.00,0.00,0.00
  -  ตองกา,68.40,79.24,79.24,84.41,-5.76,15.85,15.85,6.52,0.00,0.00,0.00,0.00
  -  กวาเดอลูป,58.38,56.66,56.66,73.69,-63.08,-2.94,-2.94,30.05,0.00,0.00,0.00,0.00
  -  คิริบาส,92.47,124.42,124.42,72.87,57.33,34.54,34.54,-41.43,0.00,0.00,0.00,0.00
  -  คอโมรอส,64.60,124.17,124.17,70.94,27.10,92.22,92.22,-42.87,0.00,0.00,0.00,0.00
  -  เบลิซ,75.85,31.57,31.57,64.33,-39.14,-58.38,-58.38,103.75,0.00,0.00,0.00,0.00
  -  เกาะมาเรียนาเหนือ,29.39,41.24,41.24,60.03,3.76,40.32,40.32,45.57,0.00,0.00,0.00,0.00
  -  เซนต์คิตส์และเนวิส,85.19,86.66,86.66,57.30,16.66,1.72,1.72,-33.88,0.00,0.00,0.00,0.00
  -  เติร์กเมนิสถาน,311.68,227.69,227.69,56.40,38.62,-26.95,-26.95,-75.23,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,55.10,59.56,59.56,55.60,-18.02,8.10,8.10,-6.65,0.00,0.00,0.00,0.00
  -  โมนาโก,82.75,57.21,57.21,55.43,16.58,-30.86,-30.86,-3.11,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,42.14,37.99,37.99,52.28,33.24,-9.84,-9.84,37.60,0.00,0.00,0.00,0.00
  -  SAINT MARTIN (FRENCH PART),25.25,14.54,14.54,49.20,189.34,-42.43,-42.43,238.48,0.00,0.00,0.00,0.00
