ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  ฟิลิปปินส์,"154,914.88","139,842.77","139,842.77","150,141.86",50.51,-9.73,-9.73,7.36,2.53,2.08,2.08,2.12
  -  เกาหลีใต้,"114,267.82","137,929.45","137,929.45","147,634.65",18.89,20.71,20.71,7.04,1.87,2.06,2.06,2.09
  -  เนเธอร์แลนด์,"115,282.89","137,434.95","137,434.95","129,005.38",8.22,19.22,19.22,-6.13,1.89,2.05,2.05,1.82
  -  สหราชอาณาจักร,"115,717.08","117,141.29","117,141.29","117,428.15",4.90,1.23,1.23,0.24,1.89,1.75,1.75,1.66
  -  กัมพูชา,"74,265.08","81,238.91","81,238.91","116,780.03",37.74,9.39,9.39,43.75,1.21,1.21,1.21,1.65
  -  เยอรมนี,"104,373.69","113,426.43","113,426.43","111,442.17",16.61,8.67,8.67,-1.75,1.71,1.69,1.69,1.57
  -  ลาว,"67,606.02","83,534.30","83,534.30","110,802.47",20.63,23.56,23.56,32.64,1.11,1.25,1.25,1.57
  -  ไต้หวัน,"101,770.31","116,373.38","116,373.38","105,617.63",32.72,14.35,14.35,-9.24,1.66,1.73,1.73,1.49
  -  เมียนม่า,"65,631.18","85,879.95","85,879.95","96,523.51",24.65,30.85,30.85,12.39,1.07,1.28,1.28,1.36
  -  สหรัฐอาหรับเอมิเรตส์,"90,057.79","83,213.95","83,213.95","88,668.35",7.38,-7.60,-7.60,6.55,1.47,1.24,1.24,1.25
  -  แอฟริกาใต้,"55,590.24","66,317.62","66,317.62","87,742.37",12.92,19.30,19.30,32.31,0.91,0.99,0.99,1.24
  -  ซาอุดีอาระเบีย,"67,195.71","67,961.93","67,961.93","86,583.43",8.21,1.14,1.14,27.40,1.10,1.01,1.01,1.22
  -  บราซิล,"50,935.71","68,386.15","68,386.15","68,972.92",49.92,34.26,34.26,0.86,0.83,1.02,1.02,0.97
  -  เบลเยียม,"47,806.29","53,514.81","53,514.81","53,835.63",3.99,11.94,11.94,0.60,0.78,0.80,0.80,0.76
  -  เม็กซิโก,"30,568.88","38,496.56","38,496.56","51,792.00",23.30,25.93,25.93,34.54,0.50,0.57,0.57,0.73
  -  ฝรั่งเศส,"55,695.19","56,750.48","56,750.48","49,979.23",5.60,1.89,1.89,-11.93,0.91,0.85,0.85,0.71
  -  แคนาดา,"45,141.72","51,569.34","51,569.34","48,893.28",5.63,14.24,14.24,-5.19,0.74,0.77,0.77,0.69
  -  อิตาลี,"54,090.56","56,227.73","56,227.73","43,861.72",20.58,3.95,3.95,-21.99,0.88,0.84,0.84,0.62
  -  รัสเซีย,"24,312.19","34,624.37","34,624.37","35,021.09",75.62,42.42,42.42,1.15,0.40,0.52,0.52,0.49
  -  ตุรกี,"31,558.99","37,638.39","37,638.39","33,515.59",34.19,19.26,19.26,-10.95,0.52,0.56,0.56,0.47
  -  นิวซีแลนด์,"25,296.47","25,755.56","25,755.56","31,718.78",37.13,1.81,1.81,23.15,0.41,0.38,0.38,0.45
  -  อียิปต์,"24,321.02","23,208.27","23,208.27","29,776.54",21.57,-4.58,-4.58,28.30,0.40,0.35,0.35,0.42
  -  อาร์เจนตินา,"18,823.06","21,607.68","21,607.68","29,305.74",44.11,14.79,14.79,35.63,0.31,0.32,0.32,0.41
  -  ไนจีเรีย,"29,225.33","32,850.71","32,850.71","28,768.96",7.68,12.40,12.40,-12.43,0.48,0.49,0.49,0.41
  -  อิรัก,"14,216.40","20,372.97","20,372.97","28,529.86",44.63,43.31,43.31,40.04,0.23,0.30,0.30,0.40
  -  ปากีสถาน,"26,508.44","27,076.66","27,076.66","27,121.96",13.88,2.14,2.14,0.17,0.43,0.40,0.40,0.38
  -  สเปน,"35,436.23","34,032.00","34,032.00","24,916.47",31.03,-3.96,-3.96,-26.79,0.58,0.51,0.51,0.35
  -  บังกลาเทศ,"27,998.46","36,590.39","36,590.39","23,606.84",31.95,30.69,30.69,-35.48,0.46,0.55,0.55,0.33
  -  สาธารณรัฐเช็ก,"36,064.09","28,635.61","28,635.61","23,576.18",23.58,-20.60,-20.60,-17.67,0.59,0.43,0.43,0.33
  -  อิสราเอล,"21,120.47","22,199.33","22,199.33","22,515.37",25.92,5.11,5.11,1.42,0.35,0.33,0.33,0.32
  -  โอมาน,"17,567.97","17,463.64","17,463.64","22,411.47",21.66,-0.59,-0.59,28.33,0.29,0.26,0.26,0.32
  -  ชิลี,"16,279.94","15,568.02","15,568.02","19,417.56",242.84,-4.37,-4.37,24.73,0.27,0.23,0.23,0.27
  -  เขตต่อเนื่องราชอาณาจักร,"16,769.89","16,721.65","16,721.65","18,665.31",15.62,-0.29,-0.29,11.62,0.27,0.25,0.25,0.26
  -  สวีเดน,"18,090.64","19,446.30","19,446.30","17,796.08",18.51,7.49,7.49,-8.49,0.30,0.29,0.29,0.25
  -  โปแลนด์,"16,951.72","19,617.40","19,617.40","16,256.21",10.00,15.73,15.73,-17.13,0.28,0.29,0.29,0.23
  -  อิหร่าน,"16,138.91","29,097.45","29,097.45","16,107.38",-44.32,80.29,80.29,-44.64,0.26,0.43,0.43,0.23
  -  นอร์เวย์,"5,579.18","5,555.43","5,555.43","14,651.90",38.11,-0.43,-0.43,163.74,0.09,0.08,0.08,0.21
  -  เดนมาร์ก,"22,757.91","22,738.46","22,738.46","14,070.71",28.70,-0.09,-0.09,-38.12,0.37,0.34,0.34,0.20
  -  ศรีลังกา,"12,738.71","14,685.21","14,685.21","14,018.98",13.72,15.28,15.28,-4.54,0.21,0.22,0.22,0.20
  -  คูเวต,"9,059.14","10,310.13","10,310.13","12,812.25",-22.66,13.81,13.81,24.27,0.15,0.15,0.15,0.18
  -  ฟินแลนด์,"11,384.49","12,516.62","12,516.62","12,288.44",21.94,9.94,9.94,-1.82,0.19,0.19,0.19,0.17
  -  ฮังการี,"11,886.81","10,771.52","10,771.52","11,784.93",13.57,-9.38,-9.38,9.41,0.19,0.16,0.16,0.17
  -  เปรู,"9,783.09","9,198.71","9,198.71","11,636.20",200.07,-5.97,-5.97,26.50,0.16,0.14,0.14,0.16
  -  กานา,"6,685.17","11,367.38","11,367.38","11,026.00",-2.80,70.04,70.04,-3.00,0.11,0.17,0.17,0.16
  -  กาตาร์,"8,419.82","8,638.87","8,638.87","10,890.45",-28.76,2.60,2.60,26.06,0.14,0.13,0.13,0.15
  -  ลิเบีย,"7,777.69","3,006.24","3,006.24","10,814.02",1.13,-61.35,-61.35,259.72,0.13,0.04,0.04,0.15
  -  เอกวาดอร์,"9,951.26","8,052.86","8,052.86","10,789.96",51.91,-19.08,-19.08,33.99,0.16,0.12,0.12,0.15
  -  ไอร์แลนด์,"8,315.95","8,921.63","8,921.63","10,599.66",-16.19,7.28,7.28,18.81,0.14,0.13,0.13,0.15
  -  โคลัมเบีย,"12,062.19","11,024.18","11,024.18","9,409.22",58.82,-8.61,-8.61,-14.65,0.20,0.16,0.16,0.13
  -  โกตดิวัวร์,"11,598.85","11,164.43","11,164.43","8,914.01",4.00,-3.75,-3.75,-20.16,0.19,0.17,0.17,0.13
  -  ปาปัวนิวกินี,"4,425.03","6,155.61","6,155.61","8,032.74",47.49,39.11,39.11,30.49,0.07,0.09,0.09,0.11
  -  เยเมน,"7,368.85","5,625.55","5,625.55","8,003.97",-7.98,-23.66,-23.66,42.28,0.12,0.08,0.08,0.11
  -  จอร์แดน,"3,891.80","5,265.41","5,265.41","7,763.77",-47.41,35.30,35.30,47.45,0.06,0.08,0.08,0.11
  -  แอลจีเรีย,"6,864.45","7,484.46","7,484.46","7,482.53",15.79,9.03,9.03,-0.03,0.11,0.11,0.11,0.11
  -  ปานามา,"7,079.66","6,291.89","6,291.89","7,393.32",52.23,-11.13,-11.13,17.51,0.12,0.09,0.09,0.10
  -  ออสเตรีย,"6,444.01","6,442.86","6,442.86","7,067.45",7.06,-0.02,-0.02,9.69,0.11,0.10,0.10,0.10
  -  เบนิน,"8,251.43","3,982.10","3,982.10","6,587.40",-31.89,-51.74,-51.74,65.43,0.13,0.06,0.06,0.09
  -  อังโกลา,"4,495.29","5,420.16","5,420.16","6,287.14",-5.90,20.57,20.57,16.00,0.07,0.08,0.08,0.09
  -  เลบานอน,"4,631.95","4,708.30","4,708.30","6,064.38",-5.04,1.65,1.65,28.80,0.08,0.07,0.07,0.09
  -  เวเนซุเอลา,"3,544.70","4,841.21","4,841.21","5,991.86",67.77,36.58,36.58,23.77,0.06,0.07,0.07,0.08
  -  บรูไน,"4,076.56","4,134.71","4,134.71","5,894.85",1.88,1.43,1.43,42.57,0.07,0.06,0.06,0.08
  -  เคนยา,"4,103.40","5,744.35","5,744.35","5,750.98",-1.97,39.99,39.99,0.12,0.07,0.09,0.09,0.08
  -  แคเมอรูน,"3,781.14","4,113.54","4,113.54","5,312.21",10.63,8.79,8.79,29.14,0.06,0.06,0.06,0.08
  -  โมซัมบิก,"3,484.72","4,789.43","4,789.43","5,043.42",-42.44,37.44,37.44,5.30,0.06,0.07,0.07,0.07
  -  บาห์เรน,"4,124.88","4,244.61","4,244.61","5,040.05",-11.86,2.90,2.90,18.74,0.07,0.06,0.06,0.07
  -  ลิกเตนสไตน์,"3,778.99","4,882.67","4,882.67","5,005.60",-4.56,29.21,29.21,2.52,0.06,0.07,0.07,0.07
  -  ซีเรีย,"9,111.07","6,613.51","6,613.51","4,801.43",45.69,-27.41,-27.41,-27.40,0.15,0.10,0.10,0.07
  -  โมร็อกโก,"5,416.84","5,007.70","5,007.70","4,709.26",10.94,-7.55,-7.55,-5.96,0.09,0.07,0.07,0.07
  -  อัฟกานิสถาน,"4,637.44","5,786.91","5,786.91","4,432.78",-4.44,24.79,24.79,-23.40,0.08,0.09,0.09,0.06
  -  สโลวัก,"5,477.17","3,728.99","3,728.99","4,323.59",8.47,-31.92,-31.92,15.95,0.09,0.06,0.06,0.06
  -  ตูนีเซีย,"4,738.80","7,509.91","7,509.91","4,194.22",34.12,58.48,58.48,-44.15,0.08,0.11,0.11,0.06
  -  คอสตาริกา,"2,410.64","2,352.38","2,352.38","4,142.37",98.06,-2.42,-2.42,76.09,0.04,0.04,0.04,0.06
  -  ยูเครน,"3,348.37","5,290.03","5,290.03","4,040.63",84.20,57.99,57.99,-23.62,0.05,0.08,0.08,0.06
  -  กรีซ,"6,440.23","4,839.43","4,839.43","3,841.04",-12.91,-24.86,-24.86,-20.63,0.11,0.07,0.07,0.05
  -  กัวเตมาลา,"3,238.20","2,735.62","2,735.62","3,811.39",58.65,-15.52,-15.52,39.32,0.05,0.04,0.04,0.05
  -  โรมาเนีย,"3,566.84","5,110.26","5,110.26","3,555.18",45.75,43.27,43.27,-30.43,0.06,0.08,0.08,0.05
  -  โตโก,"3,384.69","4,718.65","4,718.65","3,519.09",6.27,39.41,39.41,-25.42,0.06,0.07,0.07,0.05
  -  โปรตุเกส,"5,346.40","5,145.61","5,145.61","3,512.88",16.41,-3.76,-3.76,-31.73,0.09,0.08,0.08,0.05
  -  เซเนกัล,"5,237.62","5,418.40","5,418.40","3,232.62",-28.05,3.45,3.45,-40.34,0.09,0.08,0.08,0.05
  -  ฮอนดูรัส,"2,244.88","1,834.99","1,834.99","3,200.19",92.71,-18.26,-18.26,74.40,0.04,0.03,0.03,0.05
  -  ลิทัวเนีย,"1,808.68","1,702.50","1,702.50","3,116.44",-51.65,-5.87,-5.87,83.05,0.03,0.03,0.03,0.04
  -  แทนซาเนีย,"2,644.01","2,892.04","2,892.04","3,100.87",-0.49,9.38,9.38,7.22,0.04,0.04,0.04,0.04
  -  ตรินิแดดและโตเบโก,"2,751.31","2,430.33","2,430.33","2,982.22",36.33,-11.67,-11.67,22.71,0.05,0.04,0.04,0.04
  -  คองโก,"2,801.27","3,446.50","3,446.50","2,961.63",46.10,23.03,23.03,-14.07,0.05,0.05,0.05,0.04
  -  สาธารณรัฐโดมินิกัน,"2,480.50","5,717.88","5,717.88","2,922.77",40.15,130.51,130.51,-48.88,0.04,0.09,0.09,0.04
  -  อุรุกวัย,"1,664.85","2,385.06","2,385.06","2,889.08",155.61,43.26,43.26,21.13,0.03,0.04,0.04,0.04
  -  ประเทศอื่น,"1,826.79","1,728.92","1,728.92","2,817.03",18.70,-5.36,-5.36,62.94,0.03,0.03,0.03,0.04
  -  มอริเชียส,"3,928.00","2,895.03","2,895.03","2,752.98",38.69,-26.30,-26.30,-4.91,0.06,0.04,0.04,0.04
  -  เอสโตเนีย,"1,881.56","2,628.53","2,628.53","2,272.13",68.28,39.70,39.70,-13.56,0.03,0.04,0.04,0.03
  -  มัลดีฟส์,"2,023.57","2,060.59","2,060.59","2,251.75",17.18,1.83,1.83,9.28,0.03,0.03,0.03,0.03
  -  ซูดาน,"4,789.04","3,374.21","3,374.21","2,145.71",93.96,-29.54,-29.54,-36.41,0.08,0.05,0.05,0.03
  -  ปารากวัย,"1,559.40","1,786.99","1,786.99","2,027.97",180.11,14.60,14.60,13.49,0.03,0.03,0.03,0.03
  -  เอธิโอเปีย,"1,971.34","2,178.22","2,178.22","1,989.06",78.92,10.49,10.49,-8.68,0.03,0.03,0.03,0.03
  -  เนปาล,"2,217.39","1,940.48","1,940.48","1,956.70",-16.88,-12.49,-12.49,0.84,0.04,0.03,0.03,0.03
  -  นิวแคลีโดเนีย,"1,713.65","1,626.84","1,626.84","1,943.85",29.86,-5.07,-5.07,19.49,0.03,0.02,0.02,0.03
  -  นิการากัว,981.56,905.94,905.94,"1,859.45",62.13,-7.70,-7.70,105.25,0.02,0.01,0.01,0.03
  -  มาดากัสการ์,"1,236.02","1,441.79","1,441.79","1,722.81",-92.64,16.65,16.65,19.49,0.02,0.02,0.02,0.02
  -  เบลารุส,267.68,"1,327.15","1,327.15","1,719.67",-12.46,395.79,395.79,29.58,0.00,0.02,0.02,0.02
  -  ฟิจิ,"1,636.36","1,785.77","1,785.77","1,690.58",-12.29,9.13,9.13,-5.33,0.03,0.03,0.03,0.02
  -  คาซัคสถาน,"1,192.59","1,819.86","1,819.86","1,573.21",-5.64,52.60,52.60,-13.55,0.02,0.03,0.03,0.02
  -  เอลซัลวาดอร์,"1,212.00","1,193.79","1,193.79","1,562.55",141.08,-1.50,-1.50,30.89,0.02,0.02,0.02,0.02
  -  กวม,"1,324.35",293.47,293.47,"1,334.54",283.14,-77.84,-77.84,354.74,0.02,0.00,0.00,0.02
  -  เรอูนียง,"1,385.59","1,417.56","1,417.56","1,321.92",-11.56,2.31,2.31,-6.75,0.02,0.02,0.02,0.02
  -  จาเมกา,987.42,"1,046.88","1,046.88","1,270.51",24.46,6.02,6.02,21.36,0.02,0.02,0.02,0.02
  -  ไนเจอร์,552.00,772.80,772.80,"1,244.38",69.96,40.00,40.00,61.02,0.01,0.01,0.01,0.02
  -  เกาหลีเหนือ,942.39,727.89,727.89,"1,234.48",-9.95,-22.76,-22.76,69.60,0.02,0.01,0.01,0.02
  -  กาบอง,"1,355.37","1,754.54","1,754.54","1,187.56",4.07,29.45,29.45,-32.31,0.02,0.03,0.03,0.02
  -  ลัตเวีย,846.15,"1,555.29","1,555.29","1,144.02",56.68,83.81,83.81,-26.44,0.01,0.02,0.02,0.02
  -  สโลวีเนีย,"1,056.71","2,313.98","2,313.98","1,134.51",31.83,118.98,118.98,-50.97,0.02,0.03,0.03,0.02
  -  โครเอเชีย,968.61,"1,093.80","1,093.80","1,133.05",-21.32,12.92,12.92,3.59,0.02,0.02,0.02,0.02
  -  จอร์เจีย,735.96,898.17,898.17,"1,131.54",7.07,22.04,22.04,25.98,0.01,0.01,0.01,0.02
  -  บัลแกเรีย,692.13,"1,156.69","1,156.69","1,055.29",10.50,67.12,67.12,-8.77,0.01,0.02,0.02,0.01
  -  โบลิเวีย,459.52,728.78,728.78,"1,029.90",90.94,58.60,58.60,41.32,0.01,0.01,0.01,0.01
  -  มอริเตเนีย,876.74,"1,081.32","1,081.32","1,023.39",-51.08,23.33,23.33,-5.36,0.01,0.02,0.02,0.01
  -  ไซปรัส,"1,534.77","1,187.08","1,187.08","1,022.90",4.55,-22.65,-22.65,-13.83,0.03,0.02,0.02,0.01
  -  เปอร์โตริโก,921.31,"1,034.98","1,034.98",944.76,15.11,12.34,12.34,-8.72,0.02,0.02,0.02,0.01
  -  จิบูตี,969.40,"1,140.48","1,140.48",834.80,-6.34,17.65,17.65,-26.80,0.02,0.02,0.02,0.01
  -  มอลตา,642.27,740.48,740.48,791.29,43.72,15.29,15.29,6.86,0.01,0.01,0.01,0.01
  -  ซูรินาเม,530.97,513.17,513.17,769.54,-0.72,-3.35,-3.35,49.96,0.01,0.01,0.01,0.01
  -  เฟรนช์โปลีนีเซีย,802.95,722.52,722.52,745.23,-8.85,-10.02,-10.02,3.14,0.01,0.01,0.01,0.01
  -  กินี,303.38,909.40,909.40,622.64,-47.84,199.76,199.76,-31.53,0.00,0.01,0.01,0.01
  -  แกมเบีย,592.15,532.85,532.85,561.19,-23.89,-10.01,-10.01,5.32,0.01,0.01,0.01,0.01
  -  มาเก๊า,699.71,535.69,535.69,510.05,36.65,-23.44,-23.44,-4.79,0.01,0.01,0.01,0.01
  -  ติมัวร์ตะวันออก,275.93,481.53,481.53,492.04,19.75,74.51,74.51,2.18,0.00,0.01,0.01,0.01
  -  ภูฎาน,414.79,553.62,553.62,469.30,69.22,33.47,33.47,-15.23,0.01,0.01,0.01,0.01
  -  ยูกันดา,624.20,533.70,533.70,449.89,74.65,-14.50,-14.50,-15.70,0.01,0.01,0.01,0.01
  -  มองโกเลีย,304.47,383.58,383.58,408.34,179.95,25.98,25.98,6.46,0.00,0.01,0.01,0.01
  -  บูร์กินา ฟาโซ,280.73,714.40,714.40,406.41,-4.82,154.48,154.48,-43.11,0.00,0.01,0.01,0.01
  -  เฮติ,668.98,698.20,698.20,405.76,43.21,4.37,4.37,-41.88,0.01,0.01,0.01,0.01
  -  ไลบีเรีย,"1,259.24","1,071.98","1,071.98",392.46,111.49,-14.87,-14.87,-63.39,0.02,0.02,0.02,0.01
  -  เอริเทรีย,8.01,961.56,961.56,387.23,471.60,"11,906.44","11,906.44",-59.73,0.00,0.01,0.01,0.01
  -  ซิมบับเว,579.22,599.73,599.73,374.78,88.24,3.54,3.54,-37.51,0.01,0.01,0.01,0.01
  -  โซโลมอน,220.34,311.81,311.81,367.18,8.75,41.52,41.52,17.76,0.00,0.00,0.00,0.01
  -  อาเซอร์ไบจาน,182.83,197.87,197.87,365.60,-58.39,8.23,8.23,84.76,0.00,0.00,0.00,0.01
  -  ซามัวตะวันตก,262.09,227.39,227.39,364.10,42.24,-13.24,-13.24,60.12,0.00,0.00,0.00,0.01
  -  วานูอาตู,204.92,195.12,195.12,358.06,1.66,-4.78,-4.78,83.50,0.00,0.00,0.00,0.01
  -  แซมเบีย,289.82,234.57,234.57,351.84,77.94,-19.06,-19.06,50.00,0.00,0.00,0.00,0.00
  -  ฟรานซ์เมโทรโปลิแตน,43.81,431.91,431.91,350.57,"2,127.66",885.94,885.94,-18.83,0.00,0.01,0.01,0.00
  -  มายอต,468.66,396.74,396.74,336.75,-9.11,-15.35,-15.35,-15.12,0.01,0.01,0.01,0.00
  -  เซียร์ราลีโอน,295.13,507.24,507.24,331.37,-39.02,71.87,71.87,-34.67,0.00,0.01,0.01,0.00
  -  อาร์เมเนีย,497.64,375.08,375.08,329.16,557.09,-24.63,-24.63,-12.24,0.01,0.01,0.01,0.00
  -  บาร์เบโดส,285.19,294.33,294.33,317.97,42.86,3.20,3.20,8.03,0.00,0.00,0.00,0.00
  -  เซเชลส์,232.52,178.20,178.20,301.68,-30.31,-23.36,-23.36,69.29,0.00,0.00,0.00,0.00
  -  โซมาเลีย,147.41,276.35,276.35,294.93,-73.85,87.47,87.47,6.72,0.00,0.00,0.00,0.00
  -  เนเธอร์แลนด์แอนทิลลีส,388.12,292.49,292.49,283.94,57.27,-24.64,-24.64,-2.92,0.01,0.00,0.00,0.00
  -  กายอานา,261.90,231.85,231.85,271.59,15.19,-11.47,-11.47,17.14,0.00,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,34.25,225.72,225.72,253.95,"1,267.83",558.95,558.95,12.51,0.00,0.00,0.00,0.00
  -  เติร์กเมนิสถาน,103.35,210.60,210.60,251.03,-13.82,103.78,103.78,19.20,0.00,0.00,0.00,0.00
  -  ลักเซมเบิร์ก,491.71,154.03,154.03,244.87,67.33,-68.67,-68.67,58.98,0.01,0.00,0.00,0.00
  -  อุซเบกิสถาน,267.22,266.22,266.22,241.93,-13.09,-0.38,-0.38,-9.12,0.00,0.00,0.00,0.00
  -  เซอร์เบีย,221.70,275.87,275.87,239.10,-15.34,24.44,24.44,-13.33,0.00,0.00,0.00,0.00
  -  หมู่เกาะเคปเวิร์ด,232.46,203.25,203.25,226.51,43.84,-12.56,-12.56,11.44,0.00,0.00,0.00,0.00
  -  ไอซ์แลนด์,170.03,178.62,178.62,218.43,8.79,5.05,5.05,22.29,0.00,0.00,0.00,0.00
  -  นามิเบีย,178.58,237.92,237.92,215.96,25.67,33.23,33.23,-9.23,0.00,0.00,0.00,0.00
  -  กวาเดอลูป,212.46,205.59,205.59,189.50,23.91,-3.23,-3.23,-7.82,0.00,0.00,0.00,0.00
  -  มาลี,84.47,281.85,281.85,185.08,-65.52,233.65,233.65,-34.33,0.00,0.00,0.00,0.00
  -  มาร์ตินีก,147.27,149.67,149.67,176.45,17.14,1.63,1.63,17.90,0.00,0.00,0.00,0.00
  -  เซนต์ลูเซีย,151.20,157.30,157.30,160.27,47.26,4.04,4.04,1.89,0.00,0.00,0.00,0.00
  -  มอนเตเนโกร,105.85,205.49,205.49,155.55,-2.76,94.13,94.13,-24.30,0.00,0.00,0.00,0.00
  -  แอลเบเนีย,117.59,152.93,152.93,147.73,-66.58,30.05,30.05,-3.40,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน (อังกฤษ),31.69,66.39,66.39,145.59,90.08,109.52,109.52,119.30,0.00,0.00,0.00,0.00
  -  เบลิซ,59.97,87.84,87.84,142.21,-13.36,46.48,46.48,61.90,0.00,0.00,0.00,0.00
  -  อิเควทอเรียลกินี,121.58,175.39,175.39,138.95,17.04,44.26,44.26,-20.78,0.00,0.00,0.00,0.00
  -  บาฮามาส,63.01,60.59,60.59,138.47,-17.57,-3.85,-3.85,128.54,0.00,0.00,0.00,0.00
  -  บอสเนียและเฮอร์เซโกวีนา,216.32,313.53,313.53,125.68,52.64,44.94,44.94,-59.91,0.00,0.00,0.00,0.00
  -  มาซิโดเนีย,89.29,103.54,103.54,123.75,-27.41,15.97,15.97,19.51,0.00,0.00,0.00,0.00
  -  อรูบา,97.57,70.98,70.98,111.48,39.42,-27.26,-27.26,57.07,0.00,0.00,0.00,0.00
  -  ไมโครนีเซีย,70.19,75.25,75.25,110.22,13.16,7.22,7.22,46.46,0.00,0.00,0.00,0.00
  -  โมนาโก,58.25,71.81,71.81,109.12,-14.30,23.28,23.28,51.96,0.00,0.00,0.00,0.00
  -  เซอร์เบีย & มอนเตเนโกร,141.09,245.99,245.99,108.59,-54.77,74.35,74.35,-55.86,0.00,0.00,0.00,0.00
  -  รวันดา,49.78,86.38,86.38,103.78,14.50,73.51,73.51,20.15,0.00,0.00,0.00,0.00
  -  คอโมรอส,124.34,112.46,112.46,96.61,3.12,-9.55,-9.55,-14.09,0.00,0.00,0.00,0.00
  -  คิริบาส,50.54,81.78,81.78,83.46,35.76,61.83,61.83,2.05,0.00,0.00,0.00,0.00
  -  มาลาวี,173.89,102.29,102.29,71.60,11.09,-41.18,-41.18,-30.01,0.00,0.00,0.00,0.00
  -  สวาซิแลนด์,577.74,657.12,657.12,70.29,323.90,13.74,13.74,-89.30,0.01,0.01,0.01,0.00
  -  ตองกา,85.92,92.55,92.55,62.40,21.65,7.73,7.73,-32.59,0.00,0.00,0.00,0.00
  -  เกรเนดา,36.08,49.44,49.44,59.42,-10.58,37.02,37.02,20.19,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,39.33,44.61,44.61,57.52,-29.22,13.44,13.44,28.94,0.00,0.00,0.00,0.00
  -  คิวบา,66.42,129.53,129.53,53.31,-37.18,95.03,95.03,-58.84,0.00,0.00,0.00,0.00
  -  เบอร์มิวดา,74.59,53.57,53.57,51.00,23.20,-28.18,-28.18,-4.79,0.00,0.00,0.00,0.00
  -  เกาะมาเรียนาเหนือ,36.92,38.31,38.31,47.49,-7.98,3.78,3.78,23.96,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,45.44,47.25,47.25,47.36,101.91,3.97,3.97,0.24,0.00,0.00,0.00,0.00
  -  โดมินิกา,381.25,101.30,101.30,44.43,"1,061.13",-73.43,-73.43,-56.14,0.01,0.00,0.00,0.00
  -  คีร์กิซสถาน,114.97,18.09,18.09,43.06,162.92,-84.26,-84.26,137.98,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,25.70,23.17,23.17,42.14,-4.91,-9.84,-9.84,81.83,0.00,0.00,0.00,0.00
  -  เซนต์คิตส์และเนวิส,26.53,15.83,15.83,38.23,66.57,-40.35,-40.35,141.55,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),23.08,24.36,24.36,37.90,121.06,5.56,5.56,55.58,0.00,0.00,0.00,0.00
  -  หมู่เกาะมาร์แชล,57.94,25.41,25.41,37.02,7.30,-56.15,-56.15,45.72,0.00,0.00,0.00,0.00
  -  ชาด,82.74,106.07,106.07,34.77,-6.38,28.20,28.20,-67.22,0.00,0.00,0.00,0.00
